Year,GeoAreaName,Type of skill,Value
2016,Netherlands,EPRS,0.80268
2016,Netherlands,CMFL,0.89758
2016,Netherlands,COPA,0.93361
2016,Netherlands,SOFT,0.90134
2016,Netherlands,TRAF,0.91166
2016,Netherlands,ARSP,0.77791
2016,Netherlands,PCPR,0.32374
2010,Norway,EMAIL,0.91559
2011,Norway,TRAF,0.87337
2011,Norway,ARSP,0.86267
2011,Norway,EPRS,0.96702
2011,Norway,PCPR,0.54264
2011,Norway,INST,0.67949
2011,Norway,COPA,0.93395
2011,Norway,CMFL,0.85237
2011,Norway,EMAIL,0.95081
2012,Norway,PCPR,0.50558
2012,Norway,CMFL,0.94236
2012,Norway,INST,0.69559
2012,Norway,ARSP,0.83339
2012,Norway,COPA,0.9278
2012,Norway,TRAF,0.90561
2012,Norway,EPRS,0.85997
2013,Norway,EMAIL,0.99287
2014,Norway,COPA,0.94997
2014,Norway,TRAF,0.81179
2014,Norway,PCPR,0.35786
2014,Norway,ARSP,0.71729
2014,Norway,INST,0.65231
2014,Norway,CMFL,0.908
2014,Norway,EPRS,0.81384
2015,Norway,PCPR,0.52192
2015,Norway,ARSP,0.8269
2015,Norway,SOFT,0.90586
2015,Norway,TRAF,0.87091
2015,Norway,CMFL,0.83909
2015,Norway,COPA,0.92345
2015,Norway,EPRS,0.94614
2016,Norway,SOFT,0.94564
2016,Norway,EPRS,0.92102
2016,Norway,CMFL,0.85244
2016,Norway,ARSP,0.80056
2016,Norway,PCPR,0.31094
2016,Norway,TRAF,0.87517
2016,Norway,COPA,0.93495
2021,Norway,SOFT,0.89434
2021,Norway,VRFY,0.75787
2021,Norway,ARSP,0.79661
2021,Norway,COPA,0.90466
2021,Norway,PCPR,0.49152
2021,Norway,TRAF,0.90466
2021,Norway,EPRS,0.90466
2010,Poland,EMAIL,0.94817
2011,Poland,EMAIL,0.94416
2011,Poland,COPA,0.94297
2011,Poland,ARSP,0.93963
2011,Poland,CMFL,0.9239
2011,Poland,EPRS,0.78986
2011,Poland,TRAF,0.76881
2011,Poland,INST,0.62705
2011,Poland,PCPR,0.47916
2012,Poland,INST,0.65093
2012,Poland,PCPR,0.43802
2012,Poland,CMFL,0.95571
2012,Poland,ARSP,0.95496
2012,Poland,EPRS,0.86789
2012,Poland,TRAF,0.85404
2012,Poland,COPA,0.9558
2013,Poland,EMAIL,0.96388
2014,Poland,COPA,0.94252
2014,Poland,CMFL,0.93904
2014,Poland,ARSP,0.93445
2014,Poland,TRAF,0.81967
2014,Poland,INST,0.67827
2014,Poland,PCPR,0.41323
2014,Poland,EPRS,0.86972
2015,Poland,EPRS,0.90516
2015,Poland,COPA,0.93958
2015,Poland,ARSP,0.90295
2015,Poland,CMFL,0.87853
2015,Poland,TRAF,0.82865
2015,Poland,SOFT,0.62383
2015,Poland,PCPR,0.24803
2016,Poland,PCPR,0.24564
2016,Poland,EPRS,0.99913
2016,Poland,ARSP,0.95296
2016,Poland,CMFL,0.91435
2016,Poland,TRAF,0.85349
2016,Poland,SOFT,0.66071
2017,Poland,EPRS,0.95576
2017,Poland,ARSP,0.90586
2017,Poland,TRAF,0.84798
2017,Poland,PCPR,0.32821
2017,Poland,CMFL,0.90653
2018,Poland,EPRS,0.95269
2018,Poland,PCPR,0.28528
2018,Poland,ARSP,0.91806
2018,Poland,CMFL,0.91251
2018,Poland,TRAF,0.868
2018,Poland,SOFT,0.69199
2019,Poland,PCPR,0.35302
2019,Poland,ARSP,0.89643
2019,Poland,EPRS,0.94323
2019,Poland,TRAF,0.85825
2019,Poland,SOFT,0.75688
2020,Poland,EPRS,0.98018
2020,Poland,ARSP,0.95065
2020,Poland,TRAF,0.88556
2020,Poland,SOFT,0.78678
2020,Poland,PCPR,0.48998
2021,Poland,EPRS,0.9784
2021,Poland,SOFT,0.83255
2021,Poland,PCPR,0.57398
2021,Poland,VRFY,0.91017
2021,Poland,TRAF,0.9186
2021,Poland,ARSP,0.97292
2010,Portugal,EMAIL,0.86541
2011,Portugal,EPRS,0.9612
2011,Portugal,CMFL,0.9299
2011,Portugal,COPA,0.91642
2011,Portugal,EMAIL,0.91292
2011,Portugal,ARSP,0.87853
2011,Portugal,TRAF,0.81899
2011,Portugal,INST,0.73683
2011,Portugal,PCPR,0.44642
2012,Portugal,EPRS,0.92706
2012,Portugal,COPA,0.91495
2012,Portugal,CMFL,0.89969
2012,Portugal,ARSP,0.88694
2012,Portugal,INST,0.73059
2012,Portugal,PCPR,0.47716
2012,Portugal,TRAF,0.81824
2013,Portugal,EMAIL,0.90223
2014,Portugal,EPRS,0.96281
2014,Portugal,COPA,0.90946
2014,Portugal,ARSP,0.89212
2014,Portugal,TRAF,0.82656
2014,Portugal,INST,0.75174
2014,Portugal,PCPR,0.38701
2014,Portugal,CMFL,0.90198
2015,Portugal,COPA,0.8881
2015,Portugal,CMFL,0.84049
2015,Portugal,ARSP,0.82639
2015,Portugal,TRAF,0.81611
2015,Portugal,EPRS,0.91361
2015,Portugal,SOFT,0.66753
2015,Portugal,PCPR,0.41448
2016,Portugal,TRAF,0.86601
2016,Portugal,EPRS,0.99772
2016,Portugal,COPA,0.88594
2016,Portugal,CMFL,0.86858
2016,Portugal,ARSP,0.84638
2016,Portugal,SOFT,0.72945
2016,Portugal,PCPR,0.59148
2017,Portugal,EPRS,0.95756
2017,Portugal,SOFT,0.7794
2017,Portugal,TRAF,0.88772
2017,Portugal,CMFL,0.93248
2017,Portugal,ARSP,0.84107
2017,Portugal,PCPR,0.57145
2019,Portugal,EPRS,0.98529
2019,Portugal,COPA,0.877
2019,Portugal,TRAF,0.85522
2019,Portugal,SOFT,0.82689
2019,Portugal,ARSP,0.82039
2019,Portugal,PCPR,0.5275
2019,Portugal,PRVCY,0.48929
2021,Portugal,ARSP,0.94593
2021,Portugal,SOFT,0.79199
2021,Portugal,COPA,0.94851
2021,Portugal,VRFY,0.78622
2021,Portugal,PRVCY,0.59903
2021,Portugal,PCPR,0.4139
2021,Portugal,EPRS,1.00688
2010,Romania,EMAIL,0.91194
2011,Romania,EPRS,0.82943
2011,Romania,INST,0.68839
2011,Romania,EMAIL,0.9271
2011,Romania,COPA,0.92631
2011,Romania,CMFL,0.92342
2011,Romania,PCPR,0.8926
2011,Romania,ARSP,1.00631
2011,Romania,TRAF,0.80243
2012,Romania,ARSP,0.97944
2012,Romania,COPA,0.9539
2012,Romania,EPRS,0.82673
2012,Romania,CMFL,0.93216
2012,Romania,PCPR,0.79174
2012,Romania,TRAF,0.77188
2012,Romania,INST,0.69893
2013,Romania,EMAIL,0.94314
2014,Romania,INST,0.60213
2014,Romania,ARSP,0.8799
2014,Romania,CMFL,0.87705
2014,Romania,COPA,0.86703
2014,Romania,TRAF,0.78888
2014,Romania,PCPR,0.68152
2014,Romania,EPRS,0.68045
2015,Romania,SOFT,0.70999
2015,Romania,CMFL,0.91996
2015,Romania,ARSP,0.84859
2015,Romania,TRAF,0.92498
2015,Romania,COPA,0.90567
2015,Romania,EPRS,0.87323
2015,Romania,PCPR,0.64844
2016,Romania,CMFL,0.91625
2016,Romania,ARSP,0.90908
2016,Romania,COPA,0.9049
2016,Romania,EPRS,0.89409
2016,Romania,SOFT,0.77355
2016,Romania,PCPR,0.58044
2016,Romania,TRAF,0.93196
2019,Romania,TRAF,0.97828
2019,Romania,EMAIL,0.97675
2019,Romania,EPRS,0.86908
2019,Romania,COPA,0.81654
2019,Romania,SOFT,0.78721
2019,Romania,ARSP,0.75199
2020,Romania,EMAIL,1.00045
2021,Romania,COPA,0.8911
2021,Romania,SOFT,0.78594
2021,Uzbekistan,SOFT,0.76863
2021,Uzbekistan,EMAIL,0.77425
2021,Uzbekistan,EMAIL,0.77425
