Year,GeoAreaName,Age,Value
2019,Sweden,55-64,1.4
2019,Sweden,25-54,1.4
2019,Sweden,15-24,1.1
2020,Sweden,15-24,1.1
2020,Sweden,25-54,1.4
2020,Sweden,55-64,1.5
2020,Sweden,15-64,1.3
2000,Switzerland,15-64,0.9
2000,Switzerland,25-54,0.7
2000,Switzerland,15-24,1
2001,Switzerland,15-24,1
2001,Switzerland,25-54,1
2001,Switzerland,55-64,1.3
2001,Switzerland,15-64,1
2011,Ireland,25-54,1.1
2011,Ireland,15-24,1.1
2012,Ireland,15-24,1.1
2012,Ireland,25-54,1.1
2012,Ireland,55-64,1.2
2012,Ireland,15-64,1
2013,Ireland,15-64,1
2002,Switzerland,15-64,1
2002,Switzerland,55-64,0.8
2002,Switzerland,25-54,0.9
2002,Switzerland,15-24,1.1
2003,Switzerland,15-24,1.1
2003,Switzerland,25-54,0.9
2003,Switzerland,55-64,1.1
2003,Switzerland,15-64,1
2004,Switzerland,15-64,1
2004,Switzerland,55-64,0.9
2004,Switzerland,25-54,0.9
2004,Switzerland,15-24,1
2005,Switzerland,15-24,1
2005,Switzerland,25-54,1
2013,Ireland,25-54,1.1
2013,Ireland,55-64,1.3
2013,Ireland,15-24,1.1
2014,Ireland,15-24,1
2014,Ireland,25-54,1.1
2014,Ireland,55-64,1.4
2014,Ireland,15-64,1
2005,Switzerland,55-64,1
2005,Switzerland,15-64,1
2006,Switzerland,15-64,1.1
2006,Switzerland,55-64,1.2
2006,Switzerland,25-54,1.1
2006,Switzerland,15-24,1.1
2007,Switzerland,15-24,1.1
2015,Ireland,15-64,1.1
2015,Ireland,55-64,1.3
2015,Ireland,25-54,1.1
2015,Ireland,15-24,1.1
2016,Ireland,15-24,1
2016,Ireland,25-54,1.1
2016,Ireland,55-64,1.2
2007,Switzerland,25-54,1.1
2007,Switzerland,55-64,1.1
2007,Switzerland,15-64,1
2008,Switzerland,15-64,1
2008,Switzerland,55-64,1.1
2008,Switzerland,25-54,1
2008,Switzerland,15-24,1.1
2016,Ireland,15-64,1
2017,Ireland,15-64,1.1
2017,Ireland,25-54,1.2
2017,Ireland,55-64,1.4
2017,Ireland,15-24,1
2018,Ireland,15-24,1
2018,Ireland,25-54,1.3
2009,Switzerland,15-24,1
2009,Switzerland,15-64,1.1
2009,Switzerland,25-54,1.1
2009,Switzerland,55-64,1.2
2010,Switzerland,55-64,0.9
2010,Switzerland,25-54,0.9
2010,Switzerland,15-64,1
2010,Switzerland,15-24,1
2011,Switzerland,15-24,1.1
2011,Switzerland,15-64,1
2011,Switzerland,25-54,0.9
2011,Switzerland,55-64,0.9
2012,Switzerland,55-64,0.9
2012,Switzerland,25-54,0.9
2018,Ireland,55-64,1.4
2018,Ireland,15-64,1.1
2019,Ireland,15-64,1.1
2019,Ireland,25-54,1.2
2019,Ireland,55-64,1.4
2019,Ireland,15-24,1
2020,Ireland,15-24,1
2012,Switzerland,15-64,1
2012,Switzerland,15-24,1
2013,Switzerland,15-24,1.1
2013,Switzerland,15-64,1
2013,Switzerland,25-54,1
2013,Switzerland,55-64,1
2014,Switzerland,55-64,1
2020,Ireland,55-64,1.3
2020,Ireland,25-54,1.3
2020,Ireland,15-64,1.1
2004,Italy,15-64,1.1
2004,Italy,25-54,1.1
2004,Italy,15-24,1.1
2004,Italy,55-64,1
2014,Switzerland,25-54,1
2014,Switzerland,15-64,1
2014,Switzerland,15-24,1
2015,Switzerland,15-24,1
2015,Switzerland,15-64,1
2015,Switzerland,55-64,1
2015,Switzerland,25-54,1
2016,Switzerland,55-64,1
2016,Switzerland,25-54,1
2016,Switzerland,15-64,1
2016,Switzerland,15-24,1
2017,Switzerland,15-24,1
2017,Switzerland,15-64,1
2017,Switzerland,25-54,1
2005,Italy,15-24,1.1
2005,Italy,25-54,1.2
2005,Italy,55-64,1
2005,Italy,15-64,1.1
2006,Italy,15-64,1.1
2006,Italy,55-64,0.9
2006,Italy,25-54,1.1
2017,Switzerland,55-64,1
2018,Switzerland,55-64,1
2018,Switzerland,25-54,0.9
2018,Switzerland,15-64,1
2018,Switzerland,15-24,1
2019,Switzerland,15-24,1.1
2019,Switzerland,15-64,1
2006,Italy,15-24,1.1
2007,Italy,15-24,1.1
2007,Italy,25-54,1.1
2007,Italy,55-64,0.9
2007,Italy,15-64,1.1
2008,Italy,15-64,1.1
2008,Italy,55-64,1
2019,Switzerland,25-54,0.9
2019,Switzerland,55-64,1
2020,Switzerland,25-54,0.9
2020,Switzerland,55-64,1
2020,Switzerland,15-24,1
2020,Switzerland,15-64,1
2021,Switzerland,15-64,1.1
2008,Italy,25-54,1.1
2008,Italy,15-24,1.1
2009,Italy,15-24,1.1
2009,Italy,25-54,1.1
2009,Italy,55-64,1.1
2009,Italy,15-64,1.1
2010,Italy,15-64,1.1
2010,Italy,55-64,1.1
2010,Italy,25-54,1.1
2010,Italy,15-24,1.1
2011,Italy,15-24,1.1
2011,Italy,25-54,1.1
2011,Italy,55-64,1.2
2011,Italy,15-64,1.1
2021,Switzerland,15-24,1.2
2021,Switzerland,25-54,0.9
2021,Switzerland,55-64,1.4
2003,Tajikistan,15-24,0.7
2003,Tajikistan,25-54,0.6
2003,Tajikistan,15-64,0.7
2007,Tajikistan,15-64,0.6
2012,Italy,15-64,1.1
2012,Italy,55-64,1.2
2012,Italy,25-54,1.1
2012,Italy,15-24,1.1
2013,Italy,15-24,1.1
2013,Italy,25-54,1.1
2013,Italy,55-64,1.2
2013,Italy,15-64,1.1
2014,Italy,15-64,1.1
2014,Italy,55-64,1.1
2014,Italy,25-54,1.1
2014,Italy,15-24,1.1
2015,Italy,15-24,1.1
2015,Italy,25-54,1.1
2007,Tajikistan,15-24,0.6
2007,Tajikistan,25-54,1
2009,Tajikistan,25-54,0.7
2009,Tajikistan,15-24,0.6
2009,Tajikistan,15-64,0.6
2000,Türkiye,15-64,0.7
2000,Türkiye,25-54,0.7
2000,Türkiye,55-64,1.4
2000,Türkiye,15-24,0.6
2001,Türkiye,15-24,0.6
2001,Türkiye,55-64,1.6
2001,Türkiye,25-54,0.6
2001,Türkiye,15-64,0.6
2002,Türkiye,15-64,0.7
2015,Italy,55-64,1.1
2015,Italy,15-64,1.1
2016,Italy,15-64,1.1
2016,Italy,55-64,1
2016,Italy,25-54,1.1
2016,Italy,15-24,1.1
2017,Italy,15-24,1.1
2002,Türkiye,25-54,0.6
2002,Türkiye,55-64,1.3
2002,Türkiye,15-24,0.6
2003,Türkiye,15-24,0.7
2003,Türkiye,55-64,0.4
2003,Türkiye,25-54,0.4
2003,Türkiye,15-64,0.7
2017,Italy,25-54,1.1
2017,Italy,55-64,1.1
2017,Italy,15-64,1.1
2018,Italy,15-64,1.1
2018,Italy,55-64,1.1
2018,Italy,25-54,1.1
2018,Italy,15-24,1.1
2004,Türkiye,15-64,0.7
2004,Türkiye,25-54,0.5
2004,Türkiye,15-24,0.7
2005,Türkiye,15-24,0.7
2005,Türkiye,25-54,0.5
2005,Türkiye,15-64,0.7
2006,Türkiye,15-64,0.7
2006,Türkiye,25-54,0.6
2006,Türkiye,15-24,0.7
2007,Türkiye,15-24,0.7
2007,Türkiye,25-54,0.6
2007,Türkiye,15-64,0.7
2008,Türkiye,15-64,0.8
2008,Türkiye,15-24,0.8
2019,Italy,15-24,1.1
2019,Italy,25-54,1.1
2019,Italy,55-64,1.1
2019,Italy,15-64,1.1
2020,Italy,15-64,1.1
2020,Italy,25-54,1.1
2020,Italy,55-64,1.1
2008,Türkiye,25-54,0.7
2009,Türkiye,25-54,0.8
2009,Türkiye,15-24,0.8
2009,Türkiye,15-64,0.8
2010,Türkiye,15-64,0.8
2010,Türkiye,15-24,0.8
2010,Türkiye,25-54,0.8
2020,Italy,15-24,1.1
2021,Italy,15-24,1.1
2021,Italy,55-64,1.3
2021,Italy,25-54,1.2
2021,Italy,15-64,1.1
2018,Kyrgyzstan,15-64,1.1
2018,Kyrgyzstan,15-24,1.2
2018,Kyrgyzstan,25-54,1.1
2019,Kyrgyzstan,25-54,1.1
2019,Kyrgyzstan,15-24,1.1
2019,Kyrgyzstan,15-64,1.1
2020,Kyrgyzstan,15-64,1.1
2020,Kyrgyzstan,15-24,1.1
2020,Kyrgyzstan,25-54,1.2
2011,Türkiye,25-54,0.8
2011,Türkiye,15-24,0.9
2011,Türkiye,55-64,0.6
2011,Türkiye,15-64,0.9
2012,Türkiye,15-64,0.9
2012,Türkiye,55-64,0.6
2012,Türkiye,15-24,0.9
2012,Türkiye,25-54,0.9
2013,Türkiye,25-54,0.9
2013,Türkiye,15-24,0.9
2013,Türkiye,55-64,0.9
2013,Türkiye,15-64,0.9
2014,Türkiye,15-64,0.9
2014,Türkiye,55-64,1.7
2014,Türkiye,15-24,0.9
2014,Türkiye,25-54,0.9
2015,Türkiye,25-54,1
2015,Türkiye,15-24,0.9
2015,Türkiye,55-64,1.5
2015,Türkiye,15-64,0.9
2016,Türkiye,15-64,0.9
2016,Türkiye,55-64,1.4
2016,Türkiye,15-24,0.9
2016,Türkiye,25-54,0.9
2017,Türkiye,25-54,0.9
2017,Türkiye,15-24,0.9
2017,Türkiye,55-64,1.6
2017,Türkiye,15-64,0.9
2018,Türkiye,15-64,0.9
2018,Türkiye,55-64,1.6
2018,Türkiye,15-24,0.9
2018,Türkiye,25-54,1
2019,Türkiye,25-54,1
2019,Türkiye,55-64,1.5
2019,Türkiye,15-24,1
2004,Latvia,15-24,1
2004,Latvia,25-54,1.5
2004,Latvia,15-64,1.2
2005,Latvia,25-54,1.5
2005,Latvia,55-64,1.8
2005,Latvia,15-24,1.1
2005,Latvia,15-64,1.2
2019,Türkiye,15-64,1
2020,Türkiye,15-64,0.9
2020,Türkiye,15-24,1
2020,Türkiye,55-64,1.4
2020,Türkiye,25-54,0.9
2006,North Macedonia,15-64,1
2006,North Macedonia,25-54,0.9
2006,North Macedonia,15-24,1
2007,North Macedonia,15-24,1.1
2007,North Macedonia,25-54,0.9
2007,North Macedonia,15-64,1
2008,North Macedonia,15-64,1
2008,North Macedonia,25-54,1
2008,North Macedonia,15-24,1
2006,Latvia,15-64,1.2
2006,Latvia,15-24,1.1
2006,Latvia,55-64,1.3
2006,Latvia,25-54,1.6
2007,Latvia,25-54,1.5
2007,Latvia,55-64,1.7
2007,Latvia,15-64,1.2
2009,North Macedonia,15-24,1.1
2009,North Macedonia,25-54,1
2009,North Macedonia,15-64,1
2010,North Macedonia,15-64,1.1
2010,North Macedonia,25-54,0.9
2010,North Macedonia,15-24,1.1
2011,North Macedonia,15-24,1.1
2007,Latvia,15-24,1.1
2008,Latvia,15-24,1.1
2008,Latvia,15-64,1.2
2008,Latvia,55-64,1.4
2008,Latvia,25-54,1.5
2009,Latvia,25-54,1.5
2009,Latvia,55-64,1.5
2011,North Macedonia,25-54,0.9
2011,North Macedonia,15-64,1
2012,North Macedonia,15-64,1.1
2012,North Macedonia,25-54,0.9
2012,North Macedonia,15-24,1.1
2013,North Macedonia,15-24,1.1
2013,North Macedonia,25-54,0.9
2009,Latvia,15-64,1.2
2009,Latvia,15-24,1.2
2010,Latvia,15-24,1.1
2010,Latvia,15-64,1.1
2010,Latvia,25-54,1.5
2010,Latvia,55-64,1.4
2011,Latvia,25-54,1.4
2013,North Macedonia,15-64,1
2014,North Macedonia,15-64,1
2014,North Macedonia,25-54,1
2014,North Macedonia,15-24,1.1
2015,North Macedonia,15-24,1.1
2015,North Macedonia,25-54,0.8
2015,North Macedonia,15-64,1
2016,North Macedonia,15-64,1.1
2016,North Macedonia,25-54,1.1
2016,North Macedonia,15-24,1.1
2017,North Macedonia,15-24,1.1
2017,North Macedonia,25-54,0.9
2017,North Macedonia,15-64,1.1
2018,North Macedonia,15-64,1.1
2011,Latvia,55-64,1.5
2011,Latvia,15-64,1.1
2011,Latvia,15-24,1.1
2012,Latvia,15-24,1.1
2012,Latvia,15-64,1.1
2012,Latvia,55-64,1.5
2012,Latvia,25-54,1.2
2013,Latvia,55-64,1.3
2013,Latvia,25-54,1.4
2013,Latvia,15-64,1.1
2013,Latvia,15-24,1.1
2014,Latvia,15-64,1.1
2014,Latvia,55-64,1.1
2014,Latvia,25-54,1.3
2018,North Macedonia,25-54,0.9
2018,North Macedonia,15-24,1.1
2019,North Macedonia,15-24,1.1
2019,North Macedonia,25-54,0.9
2019,North Macedonia,15-64,1.1
2020,North Macedonia,15-64,1.1
2020,North Macedonia,25-54,0.9
2014,Latvia,15-24,1.1
2015,Latvia,15-24,1.1
2015,Latvia,25-54,1.4
2015,Latvia,55-64,1.6
2015,Latvia,15-64,1.2
2016,Latvia,15-64,1.1
2016,Latvia,25-54,1.3
2016,Latvia,15-24,1.1
2016,Latvia,55-64,1.3
2017,Latvia,55-64,0.9
2017,Latvia,15-24,1.1
2017,Latvia,25-54,1.3
2017,Latvia,15-64,1.1
2018,Latvia,15-64,1.2
2018,Latvia,25-54,1.5
2018,Latvia,15-24,1.1
2018,Latvia,55-64,1.5
2019,Latvia,55-64,1
2019,Latvia,15-24,1.1
2019,Latvia,25-54,1.5
2019,Latvia,15-64,1.2
2020,Latvia,15-64,1.2
2020,Latvia,25-54,1.5
2020,Latvia,15-24,1.2
2020,Latvia,55-64,1.5
2004,Lithuania,25-54,1.4
2004,Lithuania,15-24,1.1
2004,Lithuania,55-64,1.5
2004,Lithuania,15-64,1.1
2005,Lithuania,15-64,1.1
2005,Lithuania,55-64,1.1
2005,Lithuania,15-24,1.1
2005,Lithuania,25-54,1.5
2006,Lithuania,25-54,1.6
2006,Lithuania,15-24,1.1
2006,Lithuania,55-64,1.1
2006,Lithuania,15-64,1.1
2007,Lithuania,15-64,1.1
2007,Lithuania,55-64,1.7
2007,Lithuania,15-24,1.1
2007,Lithuania,25-54,1.5
2008,Lithuania,25-54,1.4
2008,Lithuania,15-24,1.1
2008,Lithuania,55-64,1.4
2008,Lithuania,15-64,1.1
2009,Lithuania,15-64,1.1
2009,Lithuania,15-24,1.1
2009,Lithuania,55-64,1.4
2009,Lithuania,25-54,1.4
2010,Lithuania,25-54,1.4
2010,Lithuania,55-64,1.2
2010,Lithuania,15-24,1.1
2010,Lithuania,15-64,1
2011,Lithuania,15-64,1.1
2011,Lithuania,15-24,1.1
2011,Lithuania,55-64,1.5
2011,Lithuania,25-54,1.4
2012,Lithuania,25-54,1.2
2012,Lithuania,55-64,1.7
2012,Lithuania,15-24,1.1
2012,Lithuania,15-64,1.1
2013,Lithuania,15-64,1.1
2013,Lithuania,15-24,1.1
2013,Lithuania,55-64,1.7
2013,Lithuania,25-54,1.2
2014,Lithuania,25-54,1.1
2014,Lithuania,55-64,1.6
2014,Lithuania,15-24,1.1
2014,Lithuania,15-64,1
2015,Lithuania,15-64,1.1
2015,Lithuania,15-24,1.1
2015,Lithuania,55-64,1.5
2015,Lithuania,25-54,1.2
2016,Lithuania,25-54,1.2
2016,Lithuania,55-64,1.5
2016,Lithuania,15-24,1.1
2016,Lithuania,15-64,1.1
2017,Lithuania,15-64,1.1
2017,Lithuania,15-24,1.1
2017,Lithuania,55-64,1.5
2017,Lithuania,25-54,1.4
2018,Lithuania,25-54,1.4
2018,Lithuania,55-64,1.6
2018,Lithuania,15-24,1.1
2018,Lithuania,15-64,1.2
2019,Lithuania,15-64,1.1
2019,Lithuania,15-24,1.1
2019,Lithuania,55-64,1.6
2019,Lithuania,25-54,1.3
2020,Lithuania,25-54,1.3
2020,Lithuania,55-64,1.6
2020,Lithuania,15-24,1.1
2020,Lithuania,15-64,1.2
2004,Luxembourg,15-64,1
2004,Luxembourg,15-24,1
2004,Luxembourg,55-64,1
2004,Luxembourg,25-54,1.1
2005,Luxembourg,25-54,1
2005,Luxembourg,55-64,1.1
2005,Luxembourg,15-24,1
2005,Luxembourg,15-64,1
2006,Luxembourg,15-64,1.1
2006,Luxembourg,15-24,1
2006,Luxembourg,55-64,1.4
2006,Luxembourg,25-54,1.1
2007,Luxembourg,25-54,1.1
2007,Luxembourg,55-64,1.2
2007,Luxembourg,15-24,1
2007,Luxembourg,15-64,1
2008,Luxembourg,15-64,1.1
2008,Luxembourg,15-24,1
2008,Luxembourg,55-64,1.3
2008,Luxembourg,25-54,1.2
2009,Luxembourg,25-54,1
2009,Luxembourg,55-64,1.1
2009,Luxembourg,15-24,1
2009,Luxembourg,15-64,1
2010,Luxembourg,15-64,1.1
2010,Luxembourg,15-24,1
2010,Luxembourg,55-64,1.1
2010,Luxembourg,25-54,1.1
2011,Luxembourg,25-54,0.9
2011,Luxembourg,55-64,0.9
2011,Luxembourg,15-24,1
2011,Luxembourg,15-64,1
2012,Luxembourg,15-64,1
2012,Luxembourg,15-24,1.1
2012,Luxembourg,55-64,1.1
2012,Luxembourg,25-54,1
2013,Luxembourg,25-54,1.1
2013,Luxembourg,55-64,0.8
2013,Luxembourg,15-24,1.1
2013,Luxembourg,15-64,1.1
2014,Luxembourg,15-64,1.1
2014,Luxembourg,15-24,1.1
2014,Luxembourg,55-64,1
2014,Luxembourg,25-54,1.1
2015,Luxembourg,25-54,1
2015,Luxembourg,55-64,0.6
2015,Luxembourg,15-24,1
2015,Luxembourg,15-64,1
2016,Luxembourg,15-64,1
2016,Luxembourg,15-24,1
2016,Luxembourg,55-64,0.7
2016,Luxembourg,25-54,1
2017,Luxembourg,25-54,1.1
2017,Luxembourg,55-64,1
2017,Luxembourg,15-24,1
2017,Luxembourg,15-64,1
2018,Luxembourg,15-64,1
2018,Luxembourg,15-24,1
2018,Luxembourg,55-64,0.7
2018,Luxembourg,25-54,1
2019,Luxembourg,25-54,1
2019,Luxembourg,55-64,0.9
2019,Luxembourg,15-24,1.1
2019,Luxembourg,15-64,1
2020,Luxembourg,15-64,1.1
2020,Luxembourg,55-64,0.9
2020,Luxembourg,25-54,1.2
2020,Luxembourg,15-24,1
2009,Malta,15-64,1
2009,Malta,25-54,1.1
2009,Malta,55-64,1
2009,Malta,15-24,1
2010,Malta,15-24,1.1
2010,Malta,55-64,1.2
2010,Malta,25-54,1.1
2010,Malta,15-64,1
2011,Malta,15-64,1.1
2011,Malta,25-54,1.1
2011,Malta,15-24,1.1
2011,Malta,55-64,1.4
2012,Malta,55-64,1.3
2012,Malta,15-24,1.1
2012,Malta,25-54,1.1
2012,Malta,15-64,1.1
2013,Malta,15-64,1.1
2013,Malta,25-54,1.1
2013,Malta,15-24,1.1
2013,Malta,55-64,1.1
2014,Malta,55-64,1.3
2014,Malta,15-24,1
2014,Malta,25-54,1.1
2014,Malta,15-64,1
2015,Malta,15-64,1.1
2015,Malta,25-54,1.1
2015,Malta,15-24,1
2015,Malta,55-64,1.2
2016,Malta,55-64,1.3
2016,Malta,15-24,1.1
2016,Malta,25-54,1.2
2016,Malta,15-64,1.1
2017,Malta,15-64,1.1
2017,Malta,25-54,1.2
2017,Malta,15-24,1.1
2017,Malta,55-64,1.1
2018,Malta,25-54,1.3
2018,Malta,55-64,1.3
2018,Malta,15-24,1
2018,Malta,15-64,1.1
2019,Malta,15-64,1.1
2019,Malta,15-24,1.1
2019,Malta,55-64,1.4
2019,Malta,25-54,1.2
2020,Malta,25-54,1.3
2020,Malta,55-64,1.2
2020,Malta,15-24,1.1
2020,Malta,15-64,1.2
2011,Montenegro,15-64,1
2011,Montenegro,15-24,1.1
2011,Montenegro,25-54,0.8
2012,Montenegro,25-54,0.8
2012,Montenegro,15-24,1
2012,Montenegro,15-64,1
2013,Montenegro,15-64,1
2013,Montenegro,15-24,1.1
2013,Montenegro,25-54,1.1
2014,Montenegro,25-54,0.9
2014,Montenegro,15-24,1.1
2014,Montenegro,15-64,1
2015,Montenegro,15-64,1
2015,Montenegro,15-24,1.1
2015,Montenegro,25-54,0.8
2016,Montenegro,25-54,0.8
2016,Montenegro,15-24,1.1
2016,Montenegro,15-64,1
2017,Montenegro,15-64,1
2017,Montenegro,15-24,1.1
2017,Montenegro,25-54,0.8
2018,Montenegro,25-54,1
2018,Montenegro,15-24,1.2
2018,Montenegro,15-64,1.1
2019,Montenegro,15-64,1.2
2019,Montenegro,15-24,1.2
2019,Montenegro,25-54,1.4
2020,Montenegro,25-54,1.1
2020,Montenegro,15-24,1.2
2020,Montenegro,15-64,1.1
2004,Netherlands,15-64,1
2004,Netherlands,15-24,1
2004,Netherlands,25-54,1
2004,Netherlands,55-64,1.2
2005,Netherlands,55-64,1.3
2005,Netherlands,25-54,1
2005,Netherlands,15-24,1
2005,Netherlands,15-64,1
2006,Netherlands,15-64,1
2006,Netherlands,15-24,1
2006,Netherlands,25-54,1
2006,Netherlands,55-64,1.2
2007,Netherlands,55-64,1.2
2007,Netherlands,25-54,1
2007,Netherlands,15-24,1
2007,Netherlands,15-64,1
2008,Netherlands,15-64,1
2008,Netherlands,15-24,1
2008,Netherlands,25-54,1
2008,Netherlands,55-64,1.1
2009,Netherlands,55-64,1.1
2009,Netherlands,25-54,1
2009,Netherlands,15-24,1
2009,Netherlands,15-64,1
2010,Netherlands,15-64,1
2010,Netherlands,15-24,1
2010,Netherlands,25-54,1.1
2010,Netherlands,55-64,1.2
2011,Netherlands,55-64,1.1
2011,Netherlands,25-54,1
2011,Netherlands,15-24,1
2011,Netherlands,15-64,1
2012,Netherlands,15-64,1
2012,Netherlands,15-24,1
2012,Netherlands,25-54,1.1
2012,Netherlands,55-64,1.1
2013,Netherlands,55-64,1
2013,Netherlands,25-54,1.1
2013,Netherlands,15-24,1
2013,Netherlands,15-64,1
2014,Netherlands,15-64,1
2017,Georgia,15-24,1
2017,Georgia,15-64,1
2017,Georgia,55-64,1.5
2018,Georgia,55-64,1.7
2018,Georgia,15-64,1
2007,Austria,15-64,1.1
2007,Austria,15-24,1
2007,Austria,25-54,1.2
2008,Austria,25-54,1.1
2008,Austria,15-24,1.1
2020,North Macedonia,15-24,1.1
2021,North Macedonia,15-24,1.2
2021,North Macedonia,25-54,1.1
2021,North Macedonia,15-64,1.1
2014,Netherlands,15-24,1
2014,Netherlands,25-54,1.1
2014,Netherlands,55-64,1
2015,Netherlands,55-64,1.1
2015,Netherlands,55-64,1.1
