Year,GeoAreaName,Type of occupation,Value
2012,Republic of Moldova,DENT,4.76
2012,Republic of Moldova,PHYS,28.05
2012,Republic of Moldova,NURSMID,65.14
2013,Republic of Moldova,DENT,5.13
2013,Republic of Moldova,PHAR,5.56
2013,Republic of Moldova,NURSMID,65.44
2013,Republic of Moldova,PHYS,29.85
2014,Republic of Moldova,DENT,5.25
2014,Republic of Moldova,PHYS,30.20
2014,Republic of Moldova,NURSMID,64.81
2015,Republic of Moldova,NURSMID,62.15
2015,Republic of Moldova,PHYS,30.85
2015,Republic of Moldova,DENT,5.43
2016,Republic of Moldova,DENT,5.36
2017,Republic of Moldova,DENT,5.38
2017,Republic of Moldova,PHAR,5.17
2017,Republic of Moldova,NURSMID,62.85
2000,Belarus,DENT,4.37
2000,Belarus,NURSMID,93.02
2000,Belarus,PHAR,3.12
2001,Belarus,DENT,4.31
2001,Belarus,PHAR,2.94
2001,Belarus,NURSMID,94.04
2002,Belarus,DENT,4.32
2002,Belarus,NURSMID,95.15
2002,Belarus,PHAR,2.83
2003,Belarus,DENT,4.29
2003,Belarus,PHAR,2.88
2003,Belarus,NURSMID,94.09
2004,Belarus,NURSMID,95.49
2004,Belarus,PHAR,2.90
2004,Belarus,DENT,4.46
2005,Belarus,NURSMID,96.65
2005,Belarus,PHAR,2.92
2005,Belarus,DENT,4.59
2013,Slovenia,DENT,6.45
2014,Slovenia,DENT,6.58
2014,Slovenia,NURSMID,85.74
2014,Slovenia,PHYS,27.53
2014,Slovenia,PHAR,6.00
2015,Slovenia,DENT,6.69
2015,Slovenia,PHAR,6.22
2015,Slovenia,PHYS,28.02
2015,Slovenia,NURSMID,87.83
2006,Belarus,NURSMID,97.22
2006,Belarus,DENT,4.71
2006,Belarus,PHAR,2.97
2007,Belarus,PHAR,3.05
2007,Belarus,DENT,4.87
2007,Belarus,NURSMID,97.46
2008,Belarus,NURSMID,100.14
2008,Belarus,DENT,5.23
2008,Belarus,PHAR,3.06
2009,Belarus,PHAR,3.13
2009,Belarus,DENT,5.31
2009,Belarus,NURSMID,101.52
2010,Belarus,NURSMID,102.76
2010,Belarus,PHAR,2.81
2010,Belarus,DENT,5.23
2011,Belarus,DENT,5.28
2011,Belarus,PHAR,3.19
2011,Belarus,NURSMID,102.85
2011,Belarus,PHYS,46.18
2012,Belarus,NURSMID,106.04
2012,Belarus,DENT,5.36
2012,Belarus,PHAR,3.33
2012,Belarus,PHYS,46.97
2013,Belarus,PHAR,3.37
2013,Belarus,DENT,5.36
2013,Belarus,NURSMID,105.54
2013,Belarus,PHYS,47.19
2016,Slovenia,DENT,6.80
2016,Slovenia,NURSMID,96.24
2016,Slovenia,PHYS,29.78
2016,Slovenia,PHAR,6.49
2017,Slovenia,PHAR,6.78
2017,Slovenia,PHYS,30.54
2017,Slovenia,DENT,6.93
2017,Slovenia,NURSMID,98.70
2018,Slovenia,PHYS,31.30
2014,Belarus,PHYS,48.77
2014,Belarus,NURSMID,106.86
2014,Belarus,DENT,5.59
2014,Belarus,PHAR,3.34
2015,Belarus,PHAR,3.53
2015,Belarus,DENT,5.76
2015,Belarus,NURSMID,107.07
2015,Belarus,PHYS,50.51
2016,Belarus,PHYS,42.77
2017,Republic of Moldova,PHYS,40.93
2018,Republic of Moldova,DENT,5.48
2018,Republic of Moldova,NURSMID,61.71
2019,Republic of Moldova,NURSMID,51.14
2019,Republic of Moldova,PHYS,33.27
2019,Republic of Moldova,DENT,5.42
2019,Republic of Moldova,PHAR,5.83
2020,Republic of Moldova,PHYS,40.57
2020,Republic of Moldova,PHAR,3.95
2018,Slovenia,PHAR,6.96
2018,Slovenia,NURSMID,100.99
2018,Slovenia,DENT,7.09
2019,Slovenia,PHAR,7.18
2019,Slovenia,DENT,7.17
2019,Slovenia,PHYS,32.24
2019,Slovenia,NURSMID,102.88
2020,Slovenia,NURSMID,105.36
2020,Slovenia,PHYS,32.79
2011,Croatia,PHYS,28.70
2011,Croatia,DENT,7.27
2011,Croatia,PHAR,6.83
2012,Croatia,PHYS,29.49
2012,Croatia,NURSMID,59.72
2012,Croatia,PHAR,6.94
2012,Croatia,DENT,7.44
2013,Croatia,NURSMID,61.30
2013,Croatia,PHYS,29.95
2020,Republic of Moldova,DENT,5.36
2020,Republic of Moldova,NURSMID,61.18
2000,Montenegro,PHYS,18.25
2001,Montenegro,PHYS,18.53
2002,Montenegro,PHYS,18.43
2003,Montenegro,PHYS,18.01
2004,Montenegro,PHYS,18.83
2005,Montenegro,PHYS,19.01
2005,Montenegro,NURSMID,52.28
2006,Montenegro,NURSMID,52.54
2006,Montenegro,PHYS,19.46
2007,Montenegro,PHYS,19.51
2007,Montenegro,NURSMID,53.66
2008,Montenegro,NURSMID,54.62
2008,Montenegro,PHYS,20.78
2009,Montenegro,PHYS,20.75
2009,Montenegro,NURSMID,55.17
2010,Montenegro,PHAR,1.44
2017,Belarus,PHYS,43.30
2018,Belarus,PHYS,43.86
2018,Belarus,DENT,6.07
2019,Belarus,PHYS,44.34
2000,Türkiye,PHYS,13.30
2000,Türkiye,PHAR,3.42
2000,Türkiye,DENT,2.48
2000,Türkiye,NURSMID,17.34
2001,Türkiye,NURSMID,17.57
2010,Montenegro,NURSMID,52.27
2010,Montenegro,PHYS,20.22
2010,Montenegro,DENT,0.41
2011,Montenegro,PHAR,1.46
2011,Montenegro,DENT,0.38
2011,Montenegro,NURSMID,50.71
2011,Montenegro,PHYS,19.93
2012,Montenegro,PHYS,20.16
2012,Montenegro,NURSMID,48.81
2020,Slovenia,PHAR,7.35
2020,Slovenia,DENT,7.41
2000,Spain,PHAR,7.16
2000,Spain,PHYS,31.22
2000,Spain,NURSMID,36.82
2000,Spain,DENT,4.31
2001,Spain,NURSMID,40.22
2001,Spain,PHYS,31.27
2001,Spain,PHAR,7.82
2001,Türkiye,DENT,2.47
2001,Türkiye,PHAR,3.40
2001,Türkiye,PHYS,13.80
2002,Türkiye,PHAR,3.38
2002,Türkiye,PHYS,13.93
2002,Türkiye,DENT,2.48
2002,Türkiye,NURSMID,17.26
2003,Türkiye,PHAR,3.35
2003,Türkiye,NURSMID,17.37
2012,Montenegro,DENT,0.40
2012,Montenegro,PHAR,1.47
2013,Montenegro,NURSMID,53.27
2013,Montenegro,PHYS,21.27
2013,Montenegro,PHAR,1.66
2013,Montenegro,DENT,0.39
2014,Montenegro,PHYS,21.60
2014,Montenegro,PHAR,1.67
2014,Montenegro,DENT,0.39
2003,Türkiye,DENT,2.65
2003,Türkiye,PHYS,14.13
2004,Türkiye,PHAR,3.34
2004,Türkiye,PHYS,14.33
2004,Türkiye,DENT,2.64
2004,Türkiye,NURSMID,17.55
2005,Türkiye,NURSMID,17.72
2005,Türkiye,DENT,2.64
2005,Türkiye,PHYS,14.68
2014,Montenegro,NURSMID,53.81
2015,Montenegro,PHAR,1.72
2015,Montenegro,DENT,0.43
2015,Montenegro,NURSMID,49.46
2015,Montenegro,PHYS,23.50
2016,Montenegro,NURSMID,49.53
2016,Montenegro,DENT,0.47
2016,Montenegro,PHAR,1.71
2016,Montenegro,PHYS,25.52
2005,Türkiye,PHAR,3.31
2006,Türkiye,DENT,2.63
2006,Türkiye,NURSMID,18.26
2006,Türkiye,PHAR,3.33
2006,Türkiye,PHYS,15.01
2007,Türkiye,NURSMID,20.13
2007,Türkiye,DENT,2.74
2007,Türkiye,PHYS,15.38
2007,Türkiye,PHAR,3.40
2017,Montenegro,PHAR,1.72
2017,Montenegro,DENT,0.46
2017,Montenegro,NURSMID,50.60
2017,Montenegro,PHYS,26.23
2018,Montenegro,PHYS,27.40
2018,Montenegro,NURSMID,51.99
2018,Montenegro,DENT,0.46
2018,Montenegro,PHAR,1.90
2019,Montenegro,PHAR,2.02
2019,Montenegro,DENT,0.51
2019,Montenegro,NURSMID,52.38
2019,Montenegro,PHYS,27.09
2020,Montenegro,PHYS,27.36
2020,Montenegro,NURSMID,53.64
2020,Montenegro,DENT,0.49
2020,Montenegro,PHAR,2.27
2021,Montenegro,PHYS,27.68
2021,Montenegro,PHAR,2.34
2008,Türkiye,PHAR,3.47
2008,Türkiye,DENT,2.80
2008,Türkiye,PHYS,15.87
2008,Türkiye,NURSMID,20.69
2009,Türkiye,DENT,2.85
2009,Türkiye,PHYS,16.43
2009,Türkiye,PHAR,3.49
2009,Türkiye,NURSMID,21.40
2010,Türkiye,PHAR,3.62
2001,Spain,DENT,4.52
2002,Spain,DENT,4.65
2002,Spain,PHAR,7.82
2002,Spain,PHYS,31.26
2002,Spain,NURSMID,42.28
2003,Spain,NURSMID,44.42
2003,Spain,PHYS,32.20
2003,Spain,DENT,4.74
2003,Spain,PHAR,7.63
2010,Türkiye,PHYS,16.87
2010,Türkiye,DENT,2.93
2010,Türkiye,NURSMID,22.56
2011,Türkiye,NURSMID,23.85
2011,Türkiye,DENT,2.85
2011,Türkiye,PHYS,16.99
2011,Türkiye,PHAR,3.52
2012,Türkiye,PHAR,3.53
2012,Türkiye,PHYS,17.24
2013,Croatia,DENT,7.49
2013,Croatia,PHAR,6.92
2014,Croatia,PHAR,7.06
2014,Croatia,DENT,7.77
2014,Croatia,PHYS,31.05
2014,Croatia,NURSMID,61.01
2015,Croatia,PHYS,31.56
2015,Croatia,DENT,7.87
2015,Croatia,PHAR,7.15
2021,Montenegro,DENT,0.57
2021,Montenegro,NURSMID,56.76
2000,Netherlands,PHYS,24.47
2000,Netherlands,PHAR,1.56
2000,Netherlands,NURSMID,104.14
2000,Netherlands,DENT,3.93
2001,Netherlands,DENT,3.98
2001,Netherlands,NURSMID,107.48
2001,Netherlands,PHAR,1.63
2004,Spain,PHAR,8.08
2004,Spain,DENT,4.90
2004,Spain,PHYS,34.41
2004,Spain,NURSMID,44.53
2005,Spain,PHAR,8.57
2005,Spain,NURSMID,45.14
2005,Spain,PHYS,35.43
2005,Spain,DENT,5.07
2006,Spain,DENT,5.25
2012,Türkiye,DENT,2.84
2012,Türkiye,NURSMID,25.02
2013,Türkiye,NURSMID,25.20
2013,Türkiye,DENT,2.91
2013,Türkiye,PHYS,17.47
2013,Türkiye,PHAR,3.53
2014,Türkiye,NURSMID,25.00
2014,Türkiye,PHAR,3.48
2014,Türkiye,PHYS,17.36
2001,Netherlands,PHYS,25.25
2002,Netherlands,PHAR,1.68
2002,Netherlands,NURSMID,189.31
2002,Netherlands,DENT,4.02
2002,Netherlands,PHYS,25.90
2003,Netherlands,DENT,4.06
2003,Netherlands,NURSMID,193.55
2003,Netherlands,PHAR,1.75
2003,Netherlands,PHYS,26.32
2004,Netherlands,PHAR,1.79
2004,Netherlands,NURSMID,195.88
2004,Netherlands,PHYS,26.62
2004,Netherlands,DENT,4.08
2005,Netherlands,DENT,4.12
2005,Netherlands,PHYS,27.17
2005,Netherlands,NURSMID,197.66
2005,Netherlands,PHAR,1.82
2006,Netherlands,PHAR,1.93
2014,Türkiye,DENT,2.94
2015,Türkiye,NURSMID,25.85
2015,Türkiye,PHYS,17.74
2015,Türkiye,DENT,3.12
2015,Türkiye,PHAR,3.46
2016,Türkiye,PHAR,3.44
2016,Türkiye,DENT,3.29
2016,Türkiye,NURSMID,25.35
2016,Türkiye,PHYS,17.88
2006,Netherlands,NURSMID,197.79
2006,Netherlands,PHYS,27.99
2006,Netherlands,DENT,4.32
2007,Netherlands,PHAR,1.95
2007,Netherlands,DENT,4.48
2007,Netherlands,PHYS,27.92
2007,Netherlands,NURSMID,198.26
2008,Netherlands,PHAR,1.93
2008,Netherlands,PHYS,28.68
2017,Türkiye,DENT,3.40
2017,Türkiye,PHAR,3.47
2017,Türkiye,PHYS,18.27
2017,Türkiye,NURSMID,26.79
2018,Türkiye,PHAR,3.87
2018,Türkiye,DENT,3.70
2018,Türkiye,NURSMID,29.81
2018,Türkiye,PHYS,18.49
2019,Türkiye,PHYS,19.26
2008,Netherlands,NURSMID,202.03
2008,Netherlands,DENT,4.49
2009,Netherlands,DENT,4.63
2009,Netherlands,NURSMID,118.17
2009,Netherlands,PHYS,29.22
2009,Netherlands,PHAR,1.97
2010,Netherlands,NURSMID,119.22
2010,Netherlands,DENT,4.72
2010,Netherlands,PHAR,1.99
2010,Netherlands,PHYS,29.63
2011,Netherlands,DENT,4.93
2011,Netherlands,NURSMID,120.72
2011,Netherlands,PHYS,31.31
2011,Netherlands,PHAR,2.08
2012,Netherlands,PHAR,2.05
2012,Netherlands,PHYS,32.48
2012,Netherlands,NURSMID,122.82
2012,Netherlands,DENT,4.94
2006,Spain,PHYS,36.23
2006,Spain,PHAR,9.22
2006,Spain,NURSMID,46.09
2007,Spain,NURSMID,47.59
2007,Spain,PHAR,9.52
2007,Spain,PHYS,35.59
2007,Spain,DENT,5.42
2008,Spain,PHAR,9.94
2008,Spain,NURSMID,49.78
2019,Türkiye,DENT,3.94
2019,Türkiye,PHAR,4.05
2019,Türkiye,NURSMID,30.44
2020,Türkiye,DENT,4.14
2020,Türkiye,PHAR,4.20
2020,Türkiye,PHYS,20.36
2020,Türkiye,NURSMID,34.03
2000,Turkmenistan,PHYS,27.16
2000,Turkmenistan,DENT,2.38
2013,Netherlands,PHYS,33.01
2013,Netherlands,DENT,4.93
2013,Netherlands,PHAR,2.11
2013,Netherlands,NURSMID,123.87
2014,Netherlands,PHAR,2.14
2014,Netherlands,PHYS,34.07
2014,Netherlands,NURSMID,104.91
2014,Netherlands,DENT,4.96
2015,Netherlands,NURSMID,106.84
2015,Netherlands,PHYS,34.71
2015,Netherlands,DENT,5.12
2015,Netherlands,PHAR,2.11
2016,Netherlands,PHAR,2.13
2016,Netherlands,DENT,5.08
2016,Netherlands,NURSMID,108.37
2016,Netherlands,PHYS,35.17
2017,Netherlands,PHYS,35.88
2017,Netherlands,NURSMID,111.25
2008,Spain,DENT,5.59
2008,Spain,PHYS,35.44
2009,Spain,NURSMID,51.13
2009,Spain,PHAR,9.38
2009,Spain,PHYS,35.97
2009,Spain,DENT,5.76
2010,Spain,DENT,5.98
2010,Spain,PHYS,37.58
2010,Spain,PHAR,9.23
2000,Turkmenistan,NURSMID,79.19
2000,Turkmenistan,PHAR,3.22
2001,Turkmenistan,PHAR,3.07
2001,Turkmenistan,DENT,2.27
2001,Turkmenistan,PHYS,27.26
2001,Turkmenistan,NURSMID,78.43
2002,Turkmenistan,PHYS,69.60
2002,Turkmenistan,NURSMID,66.55
2002,Turkmenistan,DENT,2.12
2017,Netherlands,DENT,5.48
2017,Netherlands,PHAR,2.08
2018,Netherlands,NURSMID,113.68
2018,Netherlands,DENT,5.54
2018,Netherlands,PHAR,2.09
2018,Netherlands,PHYS,36.61
2019,Netherlands,NURSMID,110.01
2019,Netherlands,PHAR,2.14
2019,Netherlands,DENT,5.65
2010,Spain,NURSMID,53.13
2011,Spain,PHYS,38.36
2011,Spain,PHAR,9.37
2011,Spain,DENT,6.22
2011,Spain,NURSMID,53.86
2012,Spain,DENT,6.67
2012,Spain,PHAR,10.52
2012,Spain,PHYS,38.25
2012,Spain,NURSMID,54.16
2002,Turkmenistan,PHAR,2.64
2003,Turkmenistan,DENT,2.07
2003,Turkmenistan,PHYS,26.07
2003,Turkmenistan,NURSMID,70.54
2003,Turkmenistan,PHAR,2.60
2004,Turkmenistan,PHAR,2.05
2004,Turkmenistan,NURSMID,51.07
2004,Turkmenistan,PHYS,25.50
2004,Turkmenistan,DENT,1.60
2013,Spain,NURSMID,53.23
2013,Spain,PHYS,38.12
2013,Spain,PHAR,11.18
2013,Spain,DENT,6.96
2014,Spain,DENT,7.16
2014,Spain,PHAR,11.74
2014,Spain,PHYS,38.02
2014,Spain,NURSMID,53.34
2015,Spain,NURSMID,54.72
2015,Spain,PHYS,38.47
2015,Spain,PHAR,11.93
2015,Spain,DENT,7.46
2016,Spain,PHYS,38.24
2016,Spain,DENT,7.69
2016,Spain,PHAR,12.09
2016,Spain,NURSMID,57.05
2017,Spain,PHYS,38.78
2017,Spain,NURSMID,59.31
2017,Spain,PHAR,11.56
2017,Spain,DENT,7.88
2018,Spain,DENT,8.08
2018,Spain,PHAR,11.89
2018,Spain,NURSMID,60.67
2018,Spain,PHYS,40.21
2019,Spain,PHAR,12.33
2019,Spain,DENT,8.23
2019,Spain,PHYS,44.04
2005,Turkmenistan,PHAR,2.02
2005,Turkmenistan,DENT,1.55
2005,Turkmenistan,NURSMID,48.14
2005,Turkmenistan,PHYS,24.37
2006,Turkmenistan,PHYS,23.23
2006,Turkmenistan,NURSMID,46.48
2006,Turkmenistan,DENT,1.42
2006,Turkmenistan,PHAR,1.87
2007,Turkmenistan,NURSMID,44.62
2015,Croatia,NURSMID,61.60
2016,Croatia,PHYS,31.97
2016,Croatia,NURSMID,80.93
2017,Croatia,PHYS,33.12
2018,Croatia,PHYS,33.83
2019,Croatia,PHYS,34.66
2019,Croatia,DENT,12.24
2000,Cyprus,PHYS,18.98
2000,Cyprus,DENT,6.53
2019,Spain,NURSMID,60.94
2020,Spain,DENT,8.40
2020,Spain,PHAR,13.16
2020,Spain,NURSMID,63.06
2020,Spain,PHYS,45.77
2000,Sweden,PHYS,30.27
2000,Sweden,NURSMID,103.23
2000,Sweden,DENT,8.08
2000,Sweden,PHAR,7.30
2001,Sweden,PHAR,7.39
2001,Sweden,DENT,8.12
2001,Sweden,NURSMID,104.76
2001,Sweden,PHYS,31.22
2002,Sweden,NURSMID,106.92
2002,Sweden,PHYS,32.13
2002,Sweden,DENT,8.18
2002,Sweden,PHAR,7.42
2003,Sweden,NURSMID,108.03
2007,Turkmenistan,PHYS,22.69
2007,Turkmenistan,PHAR,1.93
2007,Turkmenistan,DENT,1.40
2008,Turkmenistan,PHYS,22.28
2008,Turkmenistan,NURSMID,43.95
2008,Turkmenistan,PHAR,1.90
2008,Turkmenistan,DENT,1.37
2009,Turkmenistan,DENT,1.36
2009,Turkmenistan,PHAR,1.84
2003,Sweden,PHYS,32.83
2003,Sweden,PHAR,7.47
2003,Sweden,DENT,8.15
2004,Sweden,PHYS,33.70
2004,Sweden,NURSMID,109.94
2004,Sweden,DENT,8.27
2004,Sweden,PHAR,7.62
2005,Sweden,PHAR,7.64
2005,Sweden,DENT,8.21
2000,Cyprus,NURSMID,30.91
2000,Cyprus,PHAR,1.27
2001,Cyprus,PHAR,1.35
2001,Cyprus,NURSMID,30.71
2001,Cyprus,PHYS,19.06
2001,Cyprus,DENT,6.57
2002,Cyprus,PHAR,1.47
2002,Cyprus,DENT,6.62
2002,Cyprus,PHYS,18.68
2009,Turkmenistan,NURSMID,43.53
2009,Turkmenistan,PHYS,22.15
2010,Turkmenistan,NURSMID,43.59
2010,Turkmenistan,PHAR,1.76
2010,Turkmenistan,DENT,1.11
2010,Turkmenistan,PHYS,21.96
2011,Turkmenistan,PHAR,1.66
2011,Turkmenistan,DENT,1.13
2011,Turkmenistan,NURSMID,43.56
2005,Sweden,PHYS,34.47
2005,Sweden,NURSMID,111.77
2006,Sweden,PHYS,35.34
2006,Sweden,DENT,8.28
2006,Sweden,PHAR,7.66
2006,Sweden,NURSMID,113.33
2007,Sweden,PHAR,7.81
2007,Sweden,DENT,8.28
2007,Sweden,NURSMID,114.56
2002,Cyprus,NURSMID,30.48
2003,Cyprus,PHAR,1.07
2003,Cyprus,NURSMID,30.68
2003,Cyprus,PHYS,18.49
2003,Cyprus,DENT,6.71
2004,Cyprus,DENT,6.84
2004,Cyprus,NURSMID,31.87
2004,Cyprus,PHYS,18.97
2004,Cyprus,PHAR,1.42
2007,Sweden,PHYS,36.20
2008,Sweden,PHYS,36.79
2008,Sweden,NURSMID,115.02
2008,Sweden,DENT,8.14
2008,Sweden,PHAR,7.75
2009,Sweden,PHAR,7.54
2009,Sweden,DENT,8.08
2009,Sweden,NURSMID,115.28
2009,Sweden,PHYS,37.50
2010,Sweden,PHYS,38.07
2010,Sweden,NURSMID,116.06
2010,Sweden,PHAR,7.62
2010,Sweden,DENT,8.11
2011,Sweden,PHYS,38.82
2011,Sweden,PHAR,7.70
2011,Sweden,DENT,8.17
2011,Sweden,NURSMID,116.19
2012,Sweden,PHYS,39.54
2005,Cyprus,NURSMID,29.85
2005,Cyprus,DENT,7.02
2005,Cyprus,PHAR,1.54
2005,Cyprus,PHYS,18.79
2006,Cyprus,PHYS,18.20
2006,Cyprus,DENT,6.78
2006,Cyprus,NURSMID,32.95
2006,Cyprus,PHAR,1.52
2007,Cyprus,PHAR,1.56
2012,Sweden,NURSMID,116.44
2012,Sweden,DENT,8.18
2012,Sweden,PHAR,7.67
2013,Sweden,DENT,8.13
2013,Sweden,NURSMID,116.56
2013,Sweden,PHAR,7.55
2013,Sweden,PHYS,40.24
2014,Sweden,PHAR,7.59
2014,Sweden,DENT,8.11
2011,Turkmenistan,PHYS,22.05
2012,Turkmenistan,PHYS,21.59
2012,Turkmenistan,NURSMID,43.39
2012,Turkmenistan,DENT,1.13
2012,Turkmenistan,PHAR,1.63
2013,Turkmenistan,PHAR,1.63
2013,Turkmenistan,PHYS,21.35
2013,Turkmenistan,NURSMID,42.90
2013,Turkmenistan,DENT,1.10
2014,Sweden,PHYS,40.89
2014,Sweden,NURSMID,116.46
2015,Sweden,DENT,8.13
2015,Sweden,PHAR,7.65
2015,Sweden,NURSMID,116.64
2015,Sweden,PHYS,41.55
2016,Sweden,PHYS,42.21
2016,Sweden,NURSMID,116.68
2016,Sweden,PHAR,7.69
2007,Cyprus,NURSMID,33.43
2007,Cyprus,DENT,6.73
2007,Cyprus,PHYS,19.96
2008,Cyprus,DENT,6.80
2008,Cyprus,NURSMID,32.67
2008,Cyprus,PHAR,1.54
2008,Cyprus,PHYS,20.30
2009,Cyprus,PHAR,1.61
2009,Cyprus,NURSMID,34.25
2016,Sweden,DENT,8.13
2017,Sweden,NURSMID,116.68
2017,Sweden,PHAR,7.70
2017,Sweden,PHYS,42.70
2017,Sweden,DENT,8.14
2018,Sweden,PHYS,43.27
2018,Sweden,PHAR,7.90
2018,Sweden,NURSMID,116.60
2018,Sweden,DENT,8.09
2009,Cyprus,DENT,6.81
2009,Cyprus,PHYS,20.82
2010,Cyprus,PHYS,21.24
2010,Cyprus,DENT,6.83
2010,Cyprus,NURSMID,34.93
2010,Cyprus,PHAR,1.60
2011,Cyprus,PHAR,1.66
2011,Cyprus,NURSMID,36.22
2011,Cyprus,DENT,6.84
2019,Sweden,DENT,7.79
2019,Sweden,PHAR,7.95
2019,Sweden,NURSMID,116.32
2019,Sweden,PHYS,42.90
2020,Sweden,PHYS,70.62
2020,Sweden,NURSMID,215.94
2020,Sweden,PHAR,16.12
2020,Sweden,DENT,17.73
2000,Switzerland,PHYS,35.11
2011,Cyprus,PHYS,22.09
2012,Cyprus,PHYS,22.53
2012,Cyprus,NURSMID,35.50
2012,Cyprus,PHAR,1.69
2012,Cyprus,DENT,7.06
2013,Cyprus,PHYS,23.60
2013,Cyprus,PHAR,1.60
2013,Cyprus,DENT,7.10
2013,Cyprus,NURSMID,37.88
2000,Switzerland,NURSMID,118.78
2000,Switzerland,DENT,4.83
2000,Switzerland,PHAR,6.20
2001,Switzerland,PHYS,35.15
2001,Switzerland,PHAR,6.27
2001,Switzerland,DENT,4.75
2001,Switzerland,NURSMID,119.11
2002,Switzerland,PHYS,35.62
2002,Switzerland,NURSMID,123.23
2014,Cyprus,PHYS,24.47
2014,Cyprus,NURSMID,38.31
2014,Cyprus,PHAR,1.60
2014,Cyprus,DENT,7.13
2015,Cyprus,DENT,7.38
2015,Cyprus,PHAR,6.32
2015,Cyprus,NURSMID,39.45
2015,Cyprus,PHYS,25.66
2016,Cyprus,PHYS,19.06
2014,Turkmenistan,DENT,1.11
2014,Turkmenistan,PHYS,21.47
2014,Turkmenistan,PHAR,1.64
2014,Turkmenistan,NURSMID,42.73
2000,Ukraine,PHAR,0.30
2000,Ukraine,DENT,4.58
2000,Ukraine,PHYS,30.27
2000,Ukraine,NURSMID,65.90
2001,Ukraine,PHAR,0.28
2002,Switzerland,DENT,4.81
2002,Switzerland,PHAR,6.32
2003,Switzerland,DENT,4.91
2003,Switzerland,PHAR,6.23
2003,Switzerland,NURSMID,128.59
2003,Switzerland,PHYS,36.59
2004,Switzerland,PHAR,6.04
2004,Switzerland,DENT,4.98
2004,Switzerland,NURSMID,127.35
2016,Cyprus,NURSMID,51.30
2017,Cyprus,PHYS,27.51
2018,Cyprus,PHYS,29.08
2018,Cyprus,DENT,7.84
2019,Cyprus,PHYS,30.66
2021,Cyprus,PHYS,53.75
2021,Cyprus,NURSMID,46.28
2021,Cyprus,DENT,8.58
2021,Cyprus,PHAR,13.30
2004,Switzerland,PHYS,36.97
2005,Switzerland,DENT,5.07
2005,Switzerland,PHAR,6.04
2005,Switzerland,PHYS,37.41
2005,Switzerland,NURSMID,129.30
2006,Switzerland,NURSMID,133.51
2006,Switzerland,PHYS,37.92
2006,Switzerland,PHAR,6.04
2006,Switzerland,DENT,5.20
2001,Ukraine,NURSMID,65.71
2001,Ukraine,PHYS,30.27
2001,Ukraine,DENT,4.54
2002,Ukraine,PHAR,0.26
2002,Ukraine,DENT,4.57
2002,Ukraine,NURSMID,65.60
2002,Ukraine,PHYS,30.19
2003,Ukraine,PHYS,30.08
2003,Ukraine,DENT,4.59
2007,Switzerland,PHAR,6.22
2007,Switzerland,PHYS,37.89
2007,Switzerland,NURSMID,136.12
2007,Switzerland,DENT,5.21
2008,Switzerland,PHYS,38.22
2008,Switzerland,NURSMID,138.94
2008,Switzerland,PHAR,6.31
2008,Switzerland,DENT,5.22
2009,Switzerland,DENT,5.21
2000,Czechia,DENT,6.51
2000,Czechia,PHYS,33.81
2000,Czechia,NURSMID,80.82
2000,Czechia,PHAR,4.94
2001,Czechia,PHAR,5.08
2001,Czechia,NURSMID,83.19
2001,Czechia,PHYS,34.43
2001,Czechia,DENT,6.55
2002,Czechia,DENT,6.54
2003,Ukraine,NURSMID,65.77
2003,Ukraine,PHAR,0.26
2004,Ukraine,DENT,4.59
2004,Ukraine,PHYS,30.13
2004,Ukraine,PHAR,0.24
2004,Ukraine,NURSMID,65.94
2005,Ukraine,PHYS,30.17
2005,Ukraine,DENT,4.63
2005,Ukraine,NURSMID,66.38
2009,Switzerland,PHAR,6.36
2009,Switzerland,NURSMID,141.73
2009,Switzerland,PHYS,38.37
2010,Switzerland,NURSMID,149.32
2010,Switzerland,PHYS,38.10
2010,Switzerland,PHAR,6.36
2010,Switzerland,DENT,5.25
2011,Switzerland,PHAR,6.65
2011,Switzerland,DENT,5.21
2002,Czechia,PHYS,34.92
2002,Czechia,NURSMID,84.43
2002,Czechia,PHAR,5.27
2003,Czechia,NURSMID,84.07
2003,Czechia,DENT,6.57
2003,Czechia,PHAR,5.47
2003,Czechia,PHYS,35.09
2004,Czechia,DENT,6.67
2004,Czechia,NURSMID,84.87
2011,Switzerland,PHYS,38.34
2011,Switzerland,NURSMID,154.61
2012,Switzerland,DENT,5.23
2012,Switzerland,NURSMID,158.82
2012,Switzerland,PHYS,39.16
2012,Switzerland,PHAR,6.66
2013,Switzerland,DENT,5.20
2013,Switzerland,PHAR,6.46
2013,Switzerland,PHYS,40.41
2005,Ukraine,PHAR,0.25
2006,Ukraine,PHAR,0.25
2006,Ukraine,NURSMID,66.52
2006,Ukraine,DENT,4.60
2006,Ukraine,PHYS,30.85
2007,Ukraine,DENT,4.61
2007,Ukraine,NURSMID,66.54
2007,Ukraine,PHAR,0.25
2007,Ukraine,PHYS,30.92
2013,Switzerland,NURSMID,162.20
2014,Switzerland,NURSMID,164.58
2014,Switzerland,PHYS,41.26
2014,Switzerland,DENT,5.11
2014,Switzerland,PHAR,6.46
2015,Switzerland,PHYS,41.97
2015,Switzerland,NURSMID,168.93
2015,Switzerland,PHAR,6.45
2015,Switzerland,DENT,5.07
2008,Ukraine,NURSMID,66.22
2008,Ukraine,DENT,4.61
