Year,GeoAreaName,Disability status,Grounds of discrimination,Location,Sex,Value
2016,Denmark,_T,ALL,ALLAREA,BOTHSEX,22.5
2019,Belarus,_T,OTHER,ALLAREA,FEMALE,1.2
2019,Belarus,_T,OTHER,RURAL,BOTHSEX,0.6
2019,Belarus,_T,OTHER,RURAL,FEMALE,0.7
2019,Belarus,_T,AGE,RURAL,MALE,1.3
2019,Belarus,_T,ALL,RURAL,BOTHSEX,3.55
2016,Denmark,_T,AGE,ALLAREA,FEMALE,11
2016,Denmark,PWD,SEX,ALLAREA,BOTHSEX,8.65
2016,Denmark,_T,ETH,ALLAREA,MALE,6.5
2016,Denmark,_T,AGE,ALLAREA,MALE,8.6
2016,Denmark,_T,RELIGION,ALLAREA,MALE,3
2015,Norway,_T,ALL,ALLAREA,FEMALE,10
2015,Norway,PD,DISHEA,ALLAREA,BOTHSEX,6
2015,Norway,PD,ALL,ALLAREA,BOTHSEX,14
2015,Norway,_T,DISHEA,URBAN,BOTHSEX,1
2015,Norway,_T,ALL,URBAN,BOTHSEX,6
2015,Norway,_T,DISHEA,RURAL,BOTHSEX,2
2015,Poland,_T,ALL,ALLAREA,BOTHSEX,8.2
2019,Belarus,_T,ALL,RURAL,FEMALE,2.4
2019,Belarus,_T,SEXO,ALLAREA,FEMALE,0.1
2019,Belarus,_T,SEXO,ALLAREA,MALE,0.1
2019,Belarus,_T,SEXO,RURAL,MALE,0
2019,Belarus,_T,AGE,URBAN,FEMALE,2.1
2016,Denmark,PD,RELIGION,ALLAREA,BOTHSEX,2.93
2016,Denmark,PD,SEX,ALLAREA,BOTHSEX,7.9
2016,Denmark,PD,SEXO,ALLAREA,BOTHSEX,1.56
2016,Denmark,PWD,AGE,ALLAREA,BOTHSEX,9.42
2016,Denmark,_T,SEX,ALLAREA,MALE,4.1
2015,Poland,_T,ALL,URBAN,BOTHSEX,8.9
2015,Poland,_T,ALL,ALLAREA,FEMALE,8.6
2015,Poland,_T,ALL,RURAL,BOTHSEX,7
2015,Poland,_T,ALL,ALLAREA,MALE,7.7
2018,Poland,_T,ALL,ALLAREA,FEMALE,6.1
2018,Poland,_T,ALL,ALLAREA,BOTHSEX,6.5
2016,Denmark,_T,SEXO,ALLAREA,FEMALE,1.2
2016,Denmark,_T,SEXO,ALLAREA,MALE,1.3
2016,Denmark,PD,ETH,ALLAREA,BOTHSEX,5.5
2016,Denmark,PD,AGE,ALLAREA,BOTHSEX,10.88
2016,Denmark,PWD,SEXO,ALLAREA,BOTHSEX,1.09
2019,Belarus,_T,DIS,URBAN,MALE,1.2
2019,Belarus,_T,MIG,URBAN,BOTHSEX,0.25
2019,Belarus,_T,AGE,URBAN,MALE,1.6
2019,Belarus,_T,SEX,URBAN,FEMALE,1.4
2019,Belarus,_T,SEX,URBAN,MALE,0.6
2018,Poland,_T,ALL,ALLAREA,MALE,6.9
2018,Poland,_T,ALL,URBAN,BOTHSEX,7.6
2018,Poland,_T,ALL,RURAL,BOTHSEX,4.7
2019,Serbia,_T,RELIGION,URBAN,FEMALE,0.9
2019,Serbia,_T,AGE,ALLAREA,FEMALE,1.8
2016,Denmark,PD,ALL,ALLAREA,BOTHSEX,27.9
2014,Estonia,_T,ALL,ALLAREA,BOTHSEX,10.6
2014,Estonia,_T,ALL,ALLAREA,FEMALE,8.9
2014,Estonia,_T,ALL,ALLAREA,MALE,13.1
2016,Estonia,_T,ALL,ALLAREA,MALE,8.9
2019,Belarus,PD,SEX,ALLAREA,FEMALE,3.5
2019,Belarus,PD,ALL,ALLAREA,FEMALE,16.5
2019,Belarus,PWD,OTHER,ALLAREA,FEMALE,1.2
2019,Belarus,PD,SEXO,ALLAREA,FEMALE,0
2019,Belarus,PD,DIS,ALLAREA,FEMALE,13
2019,Serbia,_T,DIS,ALLAREA,FEMALE,0.4
2019,Serbia,_T,SEXO,RURAL,FEMALE,0
2019,Serbia,_T,SEX,RURAL,FEMALE,2
2019,Serbia,_T,OTHER,URBAN,FEMALE,2.4
2016,Estonia,_T,ALL,ALLAREA,BOTHSEX,8.3
2016,Estonia,_T,ALL,ALLAREA,FEMALE,7.8
2018,Estonia,_T,ALL,ALLAREA,BOTHSEX,7.8
2018,Estonia,_T,ALL,ALLAREA,FEMALE,8.1
2018,Estonia,_T,ALL,ALLAREA,MALE,7.4
2018,France,_T,ALL,ALLAREA,BOTHSEX,27
2018,France,_T,RELIGION,ALLAREA,BOTHSEX,9
2018,France,_T,SEX,ALLAREA,BOTHSEX,22
2018,France,_T,SEX,ALLAREA,FEMALE,31
2018,France,_T,ALL,ALLAREA,FEMALE,20.2
2019,Serbia,_T,ETHI,URBAN,FEMALE,1.8
2019,Serbia,_T,DIS,URBAN,FEMALE,0.5
2019,Serbia,_T,ALL,URBAN,FEMALE,8.1
2019,Serbia,_T,OTHER,RURAL,FEMALE,1.6
2019,Belarus,PD,OTHER,ALLAREA,FEMALE,0
2019,Belarus,PD,RELIGION,ALLAREA,FEMALE,3.3
2019,Belarus,_T,OTHER,URBAN,FEMALE,1.3
2019,Belarus,_T,ALL,ALLAREA,MALE,4
2019,Belarus,_T,MIG,ALLAREA,MALE,0.1
2014,Ireland,_T,OTHER,ALLAREA,BOTHSEX,40.7
2014,Ireland,_T,MAR,ALLAREA,BOTHSEX,2.8
2014,Ireland,_T,AGE,ALLAREA,BOTHSEX,24.2
2014,Ireland,_T,AGE,ALLAREA,FEMALE,23.5
2014,Ireland,_T,SEX,ALLAREA,MALE,3.4
2019,Serbia,_T,RELIGION,RURAL,FEMALE,0.4
2019,Serbia,_T,AGE,RURAL,FEMALE,0.8
2019,Serbia,_T,SEX,ALLAREA,FEMALE,3.4
2019,Serbia,_T,ALL,ALLAREA,FEMALE,6.9
2018,France,_T,AGE,ALLAREA,FEMALE,18
2018,France,_T,ALL,RURAL,BOTHSEX,22
2018,France,_T,OTHER,ALLAREA,BOTHSEX,21
2018,France,_T,OTHER,ALLAREA,FEMALE,22
2019,Belarus,_T,OTHER,ALLAREA,BOTHSEX,0.8
2019,Belarus,_T,DIS,ALLAREA,FEMALE,0.6
2019,Belarus,_T,DIS,ALLAREA,MALE,1.3
2019,Belarus,_T,MIG,ALLAREA,BOTHSEX,0.2
2019,Belarus,_T,MIG,ALLAREA,FEMALE,0.3
2019,Belarus,_T,DIS,ALLAREA,BOTHSEX,0.95
2019,Belarus,_T,RELIGION,ALLAREA,MALE,0.4
2019,Belarus,_T,SEX,ALLAREA,BOTHSEX,0.9
2019,Belarus,_T,RELIGION,RURAL,FEMALE,0.5
2019,Belarus,_T,RELIGION,RURAL,MALE,0.7
2018,France,_T,AGE,ALLAREA,BOTHSEX,16
2018,France,_T,SEX,URBAN,BOTHSEX,22
2018,France,_T,AGE,URBAN,BOTHSEX,14
2018,France,_T,ALL,URBAN,BOTHSEX,28
2019,Belarus,_T,SEX,RURAL,BOTHSEX,0.4
2019,Belarus,_T,SEX,RURAL,FEMALE,0.5
2019,Belarus,_T,SEX,RURAL,MALE,0.3
2019,Belarus,_T,SEXO,RURAL,BOTHSEX,0
2019,Belarus,_T,DIS,RURAL,MALE,1.8
2019,Serbia,_T,SEXO,ALLAREA,FEMALE,0.3
2019,Serbia,_T,ALL,RURAL,FEMALE,4.8
2019,Serbia,_T,RELIGION,ALLAREA,FEMALE,0.7
2019,Serbia,_T,OTHER,ALLAREA,FEMALE,2.1
2019,Serbia,_T,ETHI,ALLAREA,FEMALE,1.5
2019,Serbia,_T,ETHI,RURAL,FEMALE,1
2019,Serbia,_T,DIS,RURAL,FEMALE,0.4
2019,Serbia,_T,SEXO,URBAN,FEMALE,0.5
2018,France,_T,COLR,URBAN,BOTHSEX,18
2018,France,_T,OTHER,URBAN,BOTHSEX,21
2018,France,_T,RELIGION,URBAN,BOTHSEX,10
2018,France,_T,ALL,ALLAREA,MALE,28
2019,Belarus,_T,MIG,RURAL,BOTHSEX,0.15
2019,Belarus,_T,MIG,RURAL,FEMALE,0.1
2019,Belarus,_T,MIG,RURAL,MALE,0.2
2019,Belarus,_T,ALL,RURAL,MALE,4.7
2019,Belarus,_T,SEXO,ALLAREA,BOTHSEX,0.1
2019,Belarus,_T,OTHER,ALLAREA,MALE,0.4
2019,Belarus,_T,AGE,RURAL,FEMALE,0.8
2019,Belarus,_T,AGE,RURAL,BOTHSEX,1.05
2019,Belarus,_T,DIS,RURAL,BOTHSEX,1.15
2019,Belarus,_T,SEXO,RURAL,FEMALE,0
2014,Ireland,_T,DIS,ALLAREA,BOTHSEX,6
2014,Ireland,PD,ALL,ALLAREA,BOTHSEX,16.4
2014,Ireland,PWD,ALL,ALLAREA,BOTHSEX,11.1
2014,Ireland,_T,SEX,ALLAREA,FEMALE,14.3
2014,Ireland,_T,DIS,ALLAREA,MALE,5.7
2018,France,_T,COLR,ALLAREA,BOTHSEX,16
2019,France,_T,ALL,RURAL,BOTHSEX,18
2019,France,_T,ALL,URBAN,BOTHSEX,24
2019,France,_T,SEX,ALLAREA,BOTHSEX,17.8
2019,Serbia,_T,SEX,URBAN,FEMALE,4.3
2019,Serbia,_T,AGE,URBAN,FEMALE,2.4
2015,Sweden,PWD,SEX,ALLAREA,BOTHSEX,17
2015,Sweden,PWD,ALL,ALLAREA,BOTHSEX,39
2015,Sweden,PWD,DISHEA,ALLAREA,BOTHSEX,2
2019,France,_T,SEX,ALLAREA,FEMALE,26.2
2019,France,_T,ALL,ALLAREA,FEMALE,20.2
2019,France,_T,ALL,ALLAREA,MALE,29.7
2019,France,_T,COLR,ALLAREA,BOTHSEX,23.5
2015,Sweden,PWD,SEXO,ALLAREA,BOTHSEX,4
2015,Sweden,PWD,ETHCOLLAN,ALLAREA,BOTHSEX,10
2015,Sweden,_T,ALL,ALLAREA,FEMALE,44
2015,Sweden,_T,DISHEA,ALLAREA,FEMALE,6
2015,Sweden,_T,DISHEA,ALLAREA,BOTHSEX,5
2015,Sweden,_T,ETHCOLLAN,ALLAREA,FEMALE,8
2019,Belarus,_T,DIS,URBAN,BOTHSEX,0.95
2019,Belarus,_T,DIS,URBAN,FEMALE,0.7
2019,Belarus,PD,MIG,ALLAREA,FEMALE,0
2019,Belarus,_T,MIG,URBAN,FEMALE,0.4
2019,Belarus,_T,AGE,URBAN,BOTHSEX,1.85
2019,France,_T,ALL,ALLAREA,BOTHSEX,23.5
2018,Georgia,PWD,DIS,ALLAREA,MALE,0.5
2018,Georgia,PWD,ETHI,ALLAREA,BOTHSEX,1.1
2018,Georgia,PWD,ALL,ALLAREA,FEMALE,5.9
2018,Georgia,PWD,DIS,ALLAREA,FEMALE,0.3
2018,Georgia,PWD,ETHI,ALLAREA,FEMALE,1.3
2018,Georgia,PD,SEXO,ALLAREA,MALE,0
2018,Georgia,PWD,AGE,ALLAREA,MALE,1.3
2018,Georgia,PWD,AGE,ALLAREA,FEMALE,1.6
2018,Georgia,PD,SEXO,ALLAREA,BOTHSEX,0.4
2015,Sweden,_T,ETHCOLLAN,ALLAREA,MALE,11
2015,Sweden,_T,RELIGION,ALLAREA,FEMALE,3
2015,Sweden,_T,SEX,ALLAREA,BOTHSEX,15
2015,Sweden,_T,RELIGION,ALLAREA,MALE,4
2015,Sweden,_T,SEX,ALLAREA,MALE,3
2015,Sweden,_T,AGE,ALLAREA,BOTHSEX,11
2018,Georgia,PD,SEXO,ALLAREA,FEMALE,0.6
2018,Georgia,PWD,SEX,ALLAREA,MALE,0.4
2018,Georgia,PWD,SEXO,ALLAREA,MALE,0.3
2018,Georgia,PD,OTHER,ALLAREA,BOTHSEX,1.67
2018,Georgia,PWD,RELIGION,ALLAREA,FEMALE,2
2015,Sweden,PD,ALL,ALLAREA,BOTHSEX,42
2015,Sweden,_T,ALL,ALLAREA,BOTHSEX,40
2015,Sweden,_T,AGE,ALLAREA,MALE,8
2015,Sweden,_T,AGE,ALLAREA,FEMALE,13
2015,Sweden,PWD,AGE,ALLAREA,BOTHSEX,12
2015,Sweden,PWD,RELIGION,ALLAREA,BOTHSEX,3
2018,Georgia,PWD,SEX,ALLAREA,FEMALE,1.7
2018,Georgia,PWD,SEX,ALLAREA,BOTHSEX,1.27
2018,Georgia,PWD,RELIGION,ALLAREA,MALE,1.7
2018,Georgia,PWD,ALL,ALLAREA,BOTHSEX,5.25
2018,Georgia,PWD,OTHER,ALLAREA,MALE,0.5
2015,Sweden,_T,SEXO,ALLAREA,FEMALE,3
2015,Sweden,_T,DISHEA,ALLAREA,MALE,5
2015,Sweden,PD,AGE,ALLAREA,BOTHSEX,8
2015,Sweden,_T,SEXO,ALLAREA,MALE,3
2015,Sweden,PD,DISHEA,ALLAREA,BOTHSEX,15
2015,Sweden,PD,ETHCOLLAN,ALLAREA,BOTHSEX,7
2018,Georgia,PWD,RELIGION,ALLAREA,BOTHSEX,1.9
2018,Georgia,PWD,OTHER,ALLAREA,BOTHSEX,0.77
2018,Georgia,_T,AGE,URBAN,FEMALE,2.3
2018,Georgia,_T,SEXO,RURAL,FEMALE,0.1
2018,Georgia,_T,OTHER,RURAL,BOTHSEX,0.45
2015,Sweden,_T,ALL,ALLAREA,MALE,34
2015,Sweden,PD,SEXO,ALLAREA,BOTHSEX,1
2015,Sweden,_T,RELIGION,ALLAREA,BOTHSEX,3
2015,Sweden,PD,RELIGION,ALLAREA,BOTHSEX,4
2015,Sweden,PD,SEX,ALLAREA,BOTHSEX,11
2015,Sweden,_T,SEXO,ALLAREA,BOTHSEX,3
2015,Sweden,_T,ETHCOLLAN,ALLAREA,BOTHSEX,9
2015,Sweden,_T,SEX,ALLAREA,FEMALE,23
2016,Sweden,PWD,SEX,ALLAREA,BOTHSEX,22
2016,Sweden,PWD,RELIGION,ALLAREA,BOTHSEX,4
2016,Sweden,PWD,ETHCOLLAN,ALLAREA,BOTHSEX,11
2016,Sweden,_T,SEXO,ALLAREA,MALE,3
2018,Georgia,_T,OTHER,RURAL,FEMALE,0.4
2018,Georgia,_T,ETHI,RURAL,FEMALE,0.8
2018,Georgia,_T,ETHI,RURAL,MALE,0.8
2018,Georgia,_T,RELIGION,RURAL,BOTHSEX,1.05
2018,Georgia,PWD,SEXO,ALLAREA,FEMALE,0.3
2016,Sweden,PWD,ALL,ALLAREA,BOTHSEX,46
2016,Sweden,PWD,DISHEA,ALLAREA,BOTHSEX,3
2016,Sweden,PD,AGE,ALLAREA,BOTHSEX,16
2016,Sweden,PD,ETHCOLLAN,ALLAREA,BOTHSEX,10
2016,Sweden,_T,AGE,ALLAREA,BOTHSEX,13
2016,Sweden,_T,RELIGION,ALLAREA,FEMALE,4
2019,Belarus,_T,ALL,URBAN,FEMALE,5.4
2019,Belarus,_T,ALL,URBAN,MALE,3.8
2019,Belarus,_T,ALL,URBAN,BOTHSEX,4.6
2019,Belarus,_T,MIG,URBAN,MALE,0.1
2019,Belarus,PWD,SEXO,ALLAREA,FEMALE,0.1
2018,Georgia,_T,SEX,RURAL,FEMALE,1.1
2018,Georgia,_T,AGE,URBAN,BOTHSEX,2
2018,Georgia,_T,SEXO,RURAL,BOTHSEX,0.2
2018,Georgia,_T,SEX,RURAL,MALE,0.3
2018,Georgia,_T,SEXO,ALLAREA,MALE,0.3
2018,Georgia,_T,AGE,ALLAREA,BOTHSEX,1.5
2018,Georgia,_T,SEXO,ALLAREA,FEMALE,0.3
2018,Georgia,_T,ETHI,RURAL,BOTHSEX,0.8
2018,Georgia,_T,AGE,ALLAREA,FEMALE,1.8
2018,Georgia,_T,AGE,RURAL,BOTHSEX,0.65
2018,Georgia,_T,AGE,RURAL,FEMALE,0.8
2018,Georgia,_T,ETHI,ALLAREA,FEMALE,1.5
2018,Georgia,_T,SEX,ALLAREA,FEMALE,1.8
2018,Georgia,_T,ETHI,ALLAREA,MALE,0.8
2018,Georgia,_T,OTHER,ALLAREA,BOTHSEX,0.75
2019,Belarus,_T,SEXO,URBAN,FEMALE,0.1
2019,Belarus,PWD,SEX,ALLAREA,FEMALE,1.2
2019,Belarus,PWD,RELIGION,ALLAREA,FEMALE,0.6
2019,Belarus,_T,SEXO,URBAN,BOTHSEX,0.1
2019,Belarus,PWD,DIS,ALLAREA,FEMALE,0.5
2016,Sweden,_T,RELIGION,ALLAREA,BOTHSEX,5
2016,Sweden,_T,ETHCOLLAN,ALLAREA,MALE,12
2016,Sweden,_T,DISHEA,ALLAREA,BOTHSEX,6
2016,Sweden,_T,DISHEA,ALLAREA,FEMALE,5
2016,Sweden,_T,SEX,ALLAREA,BOTHSEX,21
2016,Sweden,_T,RELIGION,ALLAREA,MALE,6
2018,Georgia,_T,OTHER,ALLAREA,FEMALE,1
2018,Georgia,_T,ALL,ALLAREA,MALE,4.4
2018,Georgia,_T,AGE,ALLAREA,MALE,1.2
2018,Georgia,_T,SEXO,ALLAREA,BOTHSEX,0.3
2018,Georgia,_T,ALL,ALLAREA,BOTHSEX,5.4
2016,Sweden,_T,AGE,ALLAREA,MALE,11
2016,Sweden,_T,ETHCOLLAN,ALLAREA,FEMALE,9
2016,Sweden,_T,SEXO,ALLAREA,BOTHSEX,3
2016,Sweden,_T,ALL,ALLAREA,MALE,41
2016,Sweden,_T,ALL,ALLAREA,FEMALE,51
2016,Sweden,_T,SEXO,ALLAREA,FEMALE,4
2016,Sweden,PD,RELIGION,ALLAREA,BOTHSEX,6
2016,Sweden,PWD,SEXO,ALLAREA,BOTHSEX,4
2016,Sweden,PD,DISHEA,ALLAREA,BOTHSEX,16
2016,Sweden,PD,ALL,ALLAREA,BOTHSEX,51
2016,Sweden,PWD,AGE,ALLAREA,BOTHSEX,12
2016,Sweden,PD,SEXO,ALLAREA,BOTHSEX,2
2018,Georgia,_T,ALL,ALLAREA,FEMALE,6.4
2018,Georgia,_T,DIS,ALLAREA,BOTHSEX,0.4
2018,Georgia,_T,RELIGION,ALLAREA,MALE,1.7
2018,Georgia,PD,ALL,ALLAREA,FEMALE,10.9
2018,Georgia,PD,ALL,ALLAREA,MALE,3.8
2018,Georgia,PD,ALL,ALLAREA,BOTHSEX,7.35
2018,Georgia,_T,DIS,URBAN,FEMALE,0.5
2018,Georgia,_T,AGE,URBAN,MALE,1.7
2018,Georgia,_T,DIS,URBAN,MALE,0.3
2018,Georgia,_T,SEX,URBAN,FEMALE,2.2
2016,Sweden,PD,SEX,ALLAREA,BOTHSEX,18
2016,Sweden,_T,DISHEA,ALLAREA,MALE,7
2016,Sweden,_T,AGE,ALLAREA,FEMALE,14
2016,Sweden,_T,ETHCOLLAN,ALLAREA,BOTHSEX,10
2016,Sweden,_T,SEX,ALLAREA,MALE,7
2016,Sweden,_T,SEX,ALLAREA,FEMALE,31
2018,Georgia,_T,SEXO,URBAN,FEMALE,0.4
2018,Georgia,_T,SEXO,URBAN,BOTHSEX,0.35
2018,Georgia,_T,ALL,RURAL,FEMALE,3.9
2018,Georgia,_T,ALL,RURAL,BOTHSEX,3.4
2018,Georgia,_T,DIS,RURAL,MALE,0.6
2016,Sweden,_T,ALL,ALLAREA,BOTHSEX,47
2018,Sweden,_T,ALL,ALLAREA,BOTHSEX,48
2018,Sweden,_T,SEXO,ALLAREA,BOTHSEX,4
2018,Sweden,_T,SEXO,ALLAREA,MALE,4
2018,Sweden,_T,SEXO,ALLAREA,FEMALE,4
2018,Sweden,_T,RELIGION,ALLAREA,BOTHSEX,4
2018,Georgia,_T,AGE,RURAL,MALE,0.5
2018,Georgia,_T,ALL,RURAL,MALE,2.9
2018,Georgia,_T,ALL,URBAN,FEMALE,7.8
2018,Georgia,_T,ALL,URBAN,MALE,5.4
2018,Georgia,_T,ETHI,URBAN,FEMALE,1.8
2018,Sweden,_T,ETHCOLLAN,ALLAREA,FEMALE,9
2018,Sweden,_T,ETHCOLLAN,ALLAREA,MALE,14
2018,Sweden,_T,DISHEA,ALLAREA,BOTHSEX,6
2018,Sweden,_T,DISHEA,ALLAREA,MALE,7
2018,Sweden,_T,AGE,ALLAREA,MALE,11
2018,Sweden,PD,ETHCOLLAN,ALLAREA,BOTHSEX,9
2018,Sweden,PWD,DISHEA,ALLAREA,BOTHSEX,3
2018,Sweden,PWD,ETHCOLLAN,ALLAREA,BOTHSEX,11
2018,Sweden,PWD,RELIGION,ALLAREA,BOTHSEX,4
2018,Sweden,PWD,ALL,ALLAREA,BOTHSEX,47
2018,Sweden,PD,AGE,ALLAREA,BOTHSEX,14
2018,Sweden,_T,SEX,ALLAREA,BOTHSEX,22
2018,Sweden,PD,ALL,ALLAREA,BOTHSEX,52
2018,Sweden,_T,SEX,ALLAREA,MALE,6
2018,Sweden,_T,SEX,ALLAREA,FEMALE,33
2018,Sweden,_T,ETHCOLLAN,ALLAREA,BOTHSEX,11
2018,Sweden,_T,RELIGION,ALLAREA,FEMALE,3
2018,Sweden,_T,DISHEA,ALLAREA,FEMALE,6
2018,Georgia,_T,SEX,URBAN,BOTHSEX,1.3
2018,Georgia,_T,RELIGION,URBAN,MALE,2.2
2018,Georgia,_T,OTHER,URBAN,BOTHSEX,0.95
2018,Georgia,_T,ETHI,URBAN,MALE,0.8
2018,Georgia,_T,OTHER,URBAN,MALE,0.5
2018,Georgia,_T,OTHER,URBAN,FEMALE,1.4
2018,Georgia,PWD,DIS,ALLAREA,BOTHSEX,0.4
2018,Georgia,PWD,ALL,ALLAREA,MALE,4.6
2018,Georgia,PD,SEX,ALLAREA,FEMALE,2.3
2018,Georgia,PD,SEX,ALLAREA,MALE,0.4
2018,Sweden,_T,RELIGION,ALLAREA,MALE,6
2018,Sweden,_T,ALL,ALLAREA,MALE,41
2018,Sweden,_T,ALL,ALLAREA,FEMALE,53
2018,Sweden,PD,DISHEA,ALLAREA,BOTHSEX,17
2018,Sweden,_T,AGE,ALLAREA,BOTHSEX,13
2018,Sweden,_T,AGE,ALLAREA,FEMALE,14
2018,Sweden,PWD,AGE,ALLAREA,BOTHSEX,13
2018,Sweden,PD,RELIGION,ALLAREA,BOTHSEX,5
2018,Sweden,PD,SEXO,ALLAREA,BOTHSEX,4
2018,Sweden,PD,SEX,ALLAREA,BOTHSEX,18
2018,Sweden,PWD,SEX,ALLAREA,BOTHSEX,24
2018,Sweden,PWD,SEXO,ALLAREA,BOTHSEX,4
2016,Switzerland,_T,ALL,ALLAREA,FEMALE,27.4
2016,Switzerland,_T,ALL,ALLAREA,BOTHSEX,27.2
2016,Switzerland,_T,ALL,ALLAREA,MALE,27.1
2018,Switzerland,_T,ALL,ALLAREA,BOTHSEX,28.3
2018,Georgia,PWD,AGE,ALLAREA,BOTHSEX,1.5
2018,Georgia,PD,ETHI,ALLAREA,MALE,0.5
2018,Georgia,PD,RELIGION,ALLAREA,MALE,2.4
2018,Georgia,PD,OTHER,ALLAREA,MALE,0.8
2018,Georgia,PD,OTHER,ALLAREA,FEMALE,2.1
2018,Switzerland,_T,ALL,ALLAREA,MALE,27.8
2018,Switzerland,_T,ALL,ALLAREA,FEMALE,28.7
2020,Switzerland,_T,ALL,URBAN,BOTHSEX,32.8
2020,Switzerland,_T,ALL,RURAL,BOTHSEX,24.2
2018,Georgia,PWD,ETHI,ALLAREA,MALE,0.7
2018,Georgia,PWD,OTHER,ALLAREA,FEMALE,0.9
2018,Georgia,PD,RELIGION,ALLAREA,FEMALE,3
2018,Georgia,PD,SEX,ALLAREA,BOTHSEX,1.67
2018,Georgia,PD,RELIGION,ALLAREA,BOTHSEX,2.8
2014,Ireland,_T,ETHCOLLANNAL,ALLAREA,BOTHSEX,21.3
2014,Ireland,_T,FAM,ALLAREA,MALE,4.1
2014,Ireland,_T,OTHER,ALLAREA,FEMALE,38.9
2014,Ireland,_T,MAR,ALLAREA,FEMALE,4.6
2014,Ireland,_T,MAR,ALLAREA,MALE,0.7
2020,Switzerland,_T,ALL,ALLAREA,MALE,28
2020,Switzerland,_T,ALL,ALLAREA,BOTHSEX,28.2
2020,Switzerland,_T,ALL,ALLAREA,FEMALE,28.5
2019,Turkmenistan,_T,OTHER,RURAL,FEMALE,1
2019,Turkmenistan,_T,ETHI,RURAL,FEMALE,0.1
2018,Georgia,_T,SEXO,RURAL,MALE,0.3
2018,Georgia,PWD,SEXO,ALLAREA,BOTHSEX,0.3
2018,Georgia,_T,OTHER,RURAL,MALE,0.5
2018,Georgia,_T,RELIGION,RURAL,FEMALE,1.3
2018,Georgia,_T,RELIGION,RURAL,MALE,0.8
2019,Turkmenistan,_T,DIS,RURAL,FEMALE,0.4
2019,Turkmenistan,_T,AGE,URBAN,FEMALE,0.8
2019,Turkmenistan,_T,SEXO,RURAL,FEMALE,0
2019,Turkmenistan,_T,SEX,RURAL,FEMALE,0.3
2019,Turkmenistan,_T,SEX,ALLAREA,FEMALE,0.3
2019,Turkmenistan,_T,DIS,ALLAREA,FEMALE,0.3
2019,Belarus,PWD,AGE,ALLAREA,FEMALE,1.7
2019,Belarus,_T,OTHER,URBAN,MALE,0.4
2019,Belarus,PWD,ALL,ALLAREA,FEMALE,4.6
2019,Belarus,PD,AGE,ALLAREA,FEMALE,9.8
2019,Belarus,PWD,MIG,ALLAREA,FEMALE,0.3
2018,Georgia,_T,SEX,RURAL,BOTHSEX,0.7
2018,Georgia,_T,DIS,RURAL,BOTHSEX,0.35
2018,Georgia,_T,DIS,RURAL,FEMALE,0.1
2018,Georgia,_T,DIS,ALLAREA,MALE,0.4
2018,Georgia,_T,SEX,ALLAREA,MALE,0.4
2019,Turkmenistan,PD,OTHER,ALLAREA,FEMALE,0.6
2019,Turkmenistan,PD,SEX,ALLAREA,FEMALE,0
2019,Turkmenistan,PD,RELIGION,ALLAREA,FEMALE,0
2019,Turkmenistan,PWD,DIS,ALLAREA,FEMALE,0.2
2019,Turkmenistan,PD,AGE,ALLAREA,FEMALE,2.8
2019,Turkmenistan,_T,SEXO,URBAN,FEMALE,0.1
2019,Turkmenistan,_T,SEX,URBAN,FEMALE,0.3
2019,Turkmenistan,_T,RELIGION,URBAN,FEMALE,0.3
2019,Turkmenistan,_T,ALL,ALLAREA,FEMALE,2.6
2019,Turkmenistan,_T,ETHI,ALLAREA,FEMALE,0.3
2019,Turkmenistan,_T,DIS,URBAN,FEMALE,0.2
2019,Turkmenistan,_T,ALL,URBAN,FEMALE,2.6
2019,Belarus,_T,SEXO,URBAN,MALE,0.1
2019,Belarus,_T,OTHER,URBAN,BOTHSEX,0.85
2019,Belarus,_T,SEX,URBAN,BOTHSEX,1
2019,Belarus,_T,RELIGION,URBAN,MALE,0.4
2019,Belarus,_T,RELIGION,URBAN,BOTHSEX,0.55
2019,Turkmenistan,_T,RELIGION,RURAL,FEMALE,0.1
2019,Turkmenistan,_T,RELIGION,ALLAREA,FEMALE,0.2
2019,Turkmenistan,_T,OTHER,ALLAREA,FEMALE,1
2019,Turkmenistan,PWD,ALL,ALLAREA,FEMALE,2.7
2019,Turkmenistan,PWD,AGE,ALLAREA,FEMALE,1
2019,Turkmenistan,PD,SEXO,ALLAREA,FEMALE,0
2019,Turkmenistan,_T,AGE,ALLAREA,FEMALE,1
2019,Turkmenistan,PWD,ETHI,ALLAREA,FEMALE,0.3
2019,Turkmenistan,PWD,OTHER,ALLAREA,FEMALE,1.1
2019,Turkmenistan,PWD,SEXO,ALLAREA,FEMALE,0.1
2019,Turkmenistan,PWD,SEX,ALLAREA,FEMALE,0.3
2019,Turkmenistan,PWD,RELIGION,ALLAREA,FEMALE,0.2
2018,Georgia,_T,DIS,ALLAREA,FEMALE,0.4
2018,Georgia,_T,OTHER,ALLAREA,MALE,0.5
2018,Georgia,_T,SEX,ALLAREA,BOTHSEX,1.1
2018,Georgia,_T,RELIGION,ALLAREA,BOTHSEX,1.9
2018,Georgia,_T,RELIGION,ALLAREA,FEMALE,2.1
2019,Turkmenistan,_T,ETHI,URBAN,FEMALE,0.4
2019,Turkmenistan,_T,ALL,RURAL,FEMALE,2.6
2019,Turkmenistan,_T,AGE,RURAL,FEMALE,1.2
