Year,GeoAreaName,Education level,Location,Quantile,Sex,Value
2012,Tajikistan,PRIMAR,RURAL,_T,FEMALE,0.96794
2012,Tajikistan,UPPSEC,RURAL,_T,MALE,0.75632
2012,Tajikistan,LOWSEC,URBAN,_T,FEMALE,0
2012,Tajikistan,PRIMAR,URBAN,_T,MALE,0
2012,Tajikistan,PRIMAR,URBAN,_T,BOTHSEX,0
2012,Tajikistan,LOWSEC,RURAL,_T,BOTHSEX,0.86142
2012,Tajikistan,UPPSEC,ALLAREA,_T,MALE,0.73518
2012,Belarus,UPPSEC,ALLAREA,_T,FEMALE,0.79513
2012,Belarus,UPPSEC,RURAL,_T,FEMALE,0
2012,Belarus,UPPSEC,ALLAREA,_T,MALE,0.83525
2012,Belarus,UPPSEC,URBAN,_T,MALE,0
2012,Belarus,LOWSEC,ALLAREA,_T,MALE,1
2012,Belarus,LOWSEC,RURAL,_T,FEMALE,0
2012,Belarus,UPPSEC,RURAL,_T,MALE,0
2012,Belarus,PRIMAR,RURAL,_T,BOTHSEX,0
2012,Tajikistan,PRIMAR,ALLAREA,_T,MALE,0.98563
2012,Tajikistan,LOWSEC,RURAL,_T,MALE,0.92226
2012,Tajikistan,UPPSEC,URBAN,_T,BOTHSEX,0
2012,Tajikistan,UPPSEC,URBAN,_T,MALE,0
2012,Tajikistan,LOWSEC,ALLAREA,_T,FEMALE,0.84873
2017,Tajikistan,UPPSEC,ALLAREA,_T,BOTHSEX,0.8213
2017,Tajikistan,LOWSEC,ALLAREA,_T,FEMALE,0.97148
2017,Tajikistan,UPPSEC,URBAN,_T,MALE,0
2017,Tajikistan,UPPSEC,URBAN,_T,BOTHSEX,1.06602
2017,Tajikistan,LOWSEC,RURAL,_T,MALE,0
2017,Tajikistan,PRIMAR,URBAN,_T,FEMALE,0
2017,Tajikistan,PRIMAR,RURAL,_T,BOTHSEX,0.978
2017,Tajikistan,UPPSEC,ALLAREA,_T,MALE,0.87389
2017,Tajikistan,LOWSEC,RURAL,_T,BOTHSEX,0.9449
2017,Tajikistan,PRIMAR,URBAN,_T,BOTHSEX,0
2017,Tajikistan,PRIMAR,URBAN,_T,MALE,0
2019,Belarus,PRIMAR,RURAL,_T,BOTHSEX,0
2019,Belarus,UPPSEC,RURAL,_T,MALE,0
2019,Belarus,LOWSEC,ALLAREA,_T,MALE,0.99048
2019,Belarus,PRIMAR,RURAL,_T,MALE,0
2019,Belarus,UPPSEC,URBAN,_T,MALE,0
2019,Belarus,UPPSEC,URBAN,_T,FEMALE,0
2019,Belarus,UPPSEC,ALLAREA,_T,MALE,0.76337
2019,Belarus,UPPSEC,ALLAREA,_T,FEMALE,0.92064
2019,Belarus,PRIMAR,URBAN,_T,FEMALE,0
2019,Belarus,LOWSEC,URBAN,_T,FEMALE,0
2019,Belarus,PRIMAR,ALLAREA,_T,FEMALE,1
2019,Belarus,LOWSEC,ALLAREA,_T,FEMALE,1
2019,Belarus,UPPSEC,RURAL,_T,BOTHSEX,0
2019,Belarus,UPPSEC,ALLAREA,_T,BOTHSEX,0.82626
2019,Belarus,PRIMAR,ALLAREA,_T,MALE,1
2019,Belarus,LOWSEC,RURAL,_T,MALE,0
2019,Belarus,PRIMAR,URBAN,_T,MALE,0
2019,Belarus,LOWSEC,ALLAREA,_T,BOTHSEX,0.99371
2019,Belarus,LOWSEC,RURAL,_T,BOTHSEX,0
2019,Belarus,LOWSEC,URBAN,_T,MALE,0
2019,Belarus,PRIMAR,RURAL,_T,FEMALE,0
2019,Belarus,UPPSEC,URBAN,_T,BOTHSEX,0
2019,North Macedonia,PRIMAR,RURAL,_T,FEMALE,0
2019,North Macedonia,UPPSEC,URBAN,_T,FEMALE,0
2019,North Macedonia,UPPSEC,RURAL,_T,BOTHSEX,0
2006,Uzbekistan,UPPSEC,URBAN,_T,FEMALE,0
2006,Uzbekistan,LOWSEC,ALLAREA,_T,MALE,0.96038
2006,Uzbekistan,UPPSEC,RURAL,_T,BOTHSEX,0.77259
2006,Uzbekistan,UPPSEC,ALLAREA,_T,FEMALE,0.73853
2006,Uzbekistan,UPPSEC,ALLAREA,_T,MALE,0.78656
2006,Uzbekistan,PRIMAR,URBAN,_T,FEMALE,0
2006,Uzbekistan,LOWSEC,ALLAREA,_T,BOTHSEX,0.96461
2006,Uzbekistan,LOWSEC,URBAN,_T,BOTHSEX,0.84638
2006,Uzbekistan,LOWSEC,RURAL,_T,FEMALE,0.96694
2006,Uzbekistan,UPPSEC,ALLAREA,_T,BOTHSEX,0.76817
2006,Uzbekistan,LOWSEC,ALLAREA,_T,FEMALE,0.96978
2006,Uzbekistan,UPPSEC,URBAN,_T,MALE,0
2006,Uzbekistan,PRIMAR,ALLAREA,_T,MALE,1
2006,Uzbekistan,UPPSEC,URBAN,_T,BOTHSEX,0.77348
2006,Uzbekistan,PRIMAR,URBAN,_T,MALE,0
2006,Uzbekistan,PRIMAR,RURAL,_T,FEMALE,1
2006,Uzbekistan,UPPSEC,RURAL,_T,FEMALE,0.73119
2006,Uzbekistan,PRIMAR,RURAL,_T,MALE,1
2006,Uzbekistan,UPPSEC,RURAL,_T,MALE,0.79463
2006,Uzbekistan,PRIMAR,RURAL,_T,BOTHSEX,1
2006,Uzbekistan,LOWSEC,URBAN,_T,FEMALE,0
2006,Uzbekistan,PRIMAR,URBAN,_T,BOTHSEX,1
2006,Uzbekistan,LOWSEC,RURAL,_T,BOTHSEX,0.95944
2006,Uzbekistan,PRIMAR,ALLAREA,_T,BOTHSEX,1
2006,Uzbekistan,PRIMAR,ALLAREA,_T,FEMALE,1
2006,Uzbekistan,LOWSEC,URBAN,_T,MALE,0
2006,Uzbekistan,LOWSEC,RURAL,_T,MALE,0.95345
2021,Uzbekistan,UPPSEC,RURAL,_T,BOTHSEX,0.94283
2021,Uzbekistan,UPPSEC,URBAN,_T,FEMALE,0.87835
2021,Uzbekistan,LOWSEC,ALLAREA,_T,MALE,1.01244
2021,Uzbekistan,PRIMAR,RURAL,_T,FEMALE,1
2021,Uzbekistan,LOWSEC,URBAN,_T,MALE,1.00451
2021,Uzbekistan,LOWSEC,RURAL,_T,MALE,0
2021,Uzbekistan,PRIMAR,ALLAREA,_T,FEMALE,1.00557
2021,Uzbekistan,PRIMAR,ALLAREA,_T,BOTHSEX,1.0013
2021,Uzbekistan,LOWSEC,RURAL,_T,BOTHSEX,1.05874
2021,Uzbekistan,LOWSEC,URBAN,_T,FEMALE,0.98534
2021,Uzbekistan,PRIMAR,URBAN,_T,BOTHSEX,1.00483
2021,Uzbekistan,UPPSEC,ALLAREA,_T,FEMALE,0.90232
2021,Uzbekistan,PRIMAR,RURAL,_T,BOTHSEX,0.99597
2021,Uzbekistan,UPPSEC,RURAL,_T,MALE,0.98477
2021,Uzbekistan,PRIMAR,RURAL,_T,MALE,0.99237
2021,Uzbekistan,UPPSEC,RURAL,_T,FEMALE,0
2021,Uzbekistan,PRIMAR,URBAN,_T,MALE,1.00351
2021,Uzbekistan,UPPSEC,URBAN,_T,BOTHSEX,0.93484
2021,Uzbekistan,PRIMAR,ALLAREA,_T,MALE,0.99735
2021,Uzbekistan,UPPSEC,URBAN,_T,MALE,1.00003
2021,Uzbekistan,LOWSEC,ALLAREA,_T,FEMALE,0.99332
2021,Uzbekistan,UPPSEC,ALLAREA,_T,BOTHSEX,0.92991
2021,Uzbekistan,LOWSEC,RURAL,_T,FEMALE,0
2021,Uzbekistan,LOWSEC,ALLAREA,_T,BOTHSEX,1.00277
2021,Uzbekistan,LOWSEC,URBAN,_T,BOTHSEX,0.9941
2017,Tajikistan,UPPSEC,RURAL,_T,FEMALE,0.59914
2017,Tajikistan,LOWSEC,ALLAREA,_T,MALE,0.95748
2017,Tajikistan,UPPSEC,RURAL,_T,MALE,0.80989
2017,Tajikistan,PRIMAR,RURAL,_T,FEMALE,0
2017,Tajikistan,UPPSEC,RURAL,_T,BOTHSEX,0.71108
2017,Tajikistan,UPPSEC,URBAN,_T,FEMALE,0
2017,Tajikistan,PRIMAR,ALLAREA,_T,MALE,1.00102
2017,Tajikistan,LOWSEC,URBAN,_T,BOTHSEX,0
2017,Tajikistan,LOWSEC,URBAN,_T,MALE,0
2017,Tajikistan,LOWSEC,ALLAREA,_T,BOTHSEX,0.9648
2017,Tajikistan,LOWSEC,RURAL,_T,FEMALE,0.94287
2017,Tajikistan,LOWSEC,URBAN,_T,FEMALE,0
2017,Tajikistan,UPPSEC,ALLAREA,_T,FEMALE,0.74537
2017,Tajikistan,PRIMAR,ALLAREA,_T,FEMALE,0.98427
2017,Tajikistan,PRIMAR,ALLAREA,_T,BOTHSEX,0.9936
2017,Tajikistan,PRIMAR,RURAL,_T,MALE,0
2004,Türkiye,LOWSEC,RURAL,_T,FEMALE,0
2004,Türkiye,LOWSEC,ALLAREA,_T,BOTHSEX,0.47375
2004,Türkiye,PRIMAR,URBAN,_T,FEMALE,0.60894
2004,Türkiye,UPPSEC,ALLAREA,_T,MALE,0.29741
2004,Türkiye,PRIMAR,RURAL,_T,BOTHSEX,0.76062
2004,Türkiye,PRIMAR,ALLAREA,_T,MALE,0.8156
2004,Türkiye,UPPSEC,URBAN,_T,MALE,0.4196
2004,Türkiye,UPPSEC,ALLAREA,_T,BOTHSEX,0.23216
2004,Türkiye,LOWSEC,URBAN,_T,MALE,0.63613
2004,Türkiye,LOWSEC,URBAN,_T,BOTHSEX,0.47674
2004,Türkiye,UPPSEC,URBAN,_T,FEMALE,0.25804
2004,Türkiye,LOWSEC,ALLAREA,_T,MALE,0.63889
2004,Türkiye,UPPSEC,RURAL,_T,MALE,0.2864
2004,Türkiye,UPPSEC,RURAL,_T,FEMALE,0
2004,Türkiye,UPPSEC,RURAL,_T,BOTHSEX,0.19196
2004,Türkiye,LOWSEC,URBAN,_T,FEMALE,0.30991
2004,Türkiye,UPPSEC,ALLAREA,_T,FEMALE,0.15891
2004,Türkiye,PRIMAR,URBAN,_T,BOTHSEX,0.69905
2004,Türkiye,LOWSEC,RURAL,_T,BOTHSEX,0.50515
2004,Türkiye,PRIMAR,ALLAREA,_T,BOTHSEX,0.73786
2004,Türkiye,LOWSEC,ALLAREA,_T,FEMALE,0.31268
2004,Türkiye,PRIMAR,URBAN,_T,MALE,0.78468
2004,Türkiye,UPPSEC,URBAN,_T,BOTHSEX,0.35411
2004,Türkiye,LOWSEC,RURAL,_T,MALE,0.63631
2004,Türkiye,PRIMAR,RURAL,_T,MALE,0
2004,Türkiye,PRIMAR,ALLAREA,_T,FEMALE,0.65536
2004,Türkiye,PRIMAR,RURAL,_T,FEMALE,0.66653
2008,Türkiye,UPPSEC,ALLAREA,_T,BOTHSEX,0.27353
2008,Türkiye,PRIMAR,ALLAREA,_T,BOTHSEX,0.89636
2008,Türkiye,LOWSEC,ALLAREA,_T,BOTHSEX,0.66549
2013,Türkiye,LOWSEC,ALLAREA,_T,BOTHSEX,0.80884
2013,Türkiye,PRIMAR,ALLAREA,_T,BOTHSEX,0.97715
2013,Türkiye,UPPSEC,ALLAREA,_T,BOTHSEX,0.19184
2014,Türkiye,UPPSEC,URBAN,_T,BOTHSEX,0.25999
2014,Türkiye,PRIMAR,URBAN,_T,MALE,0.97688
2014,Türkiye,LOWSEC,URBAN,_T,BOTHSEX,0.74661
2014,Türkiye,LOWSEC,URBAN,_T,MALE,0.74542
2014,Türkiye,LOWSEC,ALLAREA,_T,BOTHSEX,0.80882
2014,Türkiye,LOWSEC,RURAL,_T,FEMALE,0
2014,Türkiye,UPPSEC,ALLAREA,_T,FEMALE,0.23513
2014,Türkiye,LOWSEC,URBAN,_T,FEMALE,0.74775
2014,Türkiye,UPPSEC,RURAL,_T,BOTHSEX,0
2014,Türkiye,UPPSEC,RURAL,_T,FEMALE,0
2014,Türkiye,UPPSEC,RURAL,_T,MALE,0
2014,Türkiye,LOWSEC,ALLAREA,_T,MALE,0.86038
2014,Türkiye,PRIMAR,ALLAREA,_T,BOTHSEX,0.96705
2014,Türkiye,UPPSEC,ALLAREA,_T,BOTHSEX,0.27978
2014,Türkiye,PRIMAR,ALLAREA,_T,MALE,0.98449
2014,Türkiye,LOWSEC,ALLAREA,_T,FEMALE,0.74951
2014,Türkiye,UPPSEC,URBAN,_T,MALE,0.28824
2014,Türkiye,LOWSEC,RURAL,_T,MALE,0
2014,Türkiye,PRIMAR,URBAN,_T,FEMALE,0.95802
2014,Türkiye,PRIMAR,RURAL,_T,BOTHSEX,0
2014,Türkiye,UPPSEC,ALLAREA,_T,MALE,0.32502
2014,Türkiye,LOWSEC,RURAL,_T,BOTHSEX,0
2014,Türkiye,PRIMAR,URBAN,_T,BOTHSEX,0.96807
2014,Türkiye,UPPSEC,URBAN,_T,FEMALE,0.23449
2014,Türkiye,PRIMAR,RURAL,_T,FEMALE,0
2014,Türkiye,PRIMAR,ALLAREA,_T,FEMALE,0.95091
2014,Türkiye,PRIMAR,RURAL,_T,MALE,0
2006,Turkmenistan,PRIMAR,ALLAREA,_T,BOTHSEX,0.999
2006,Turkmenistan,LOWSEC,ALLAREA,_T,BOTHSEX,0.97736
2015,Turkmenistan,PRIMAR,ALLAREA,_T,BOTHSEX,1
2015,Turkmenistan,UPPSEC,ALLAREA,_T,BOTHSEX,0.93844
2015,Turkmenistan,LOWSEC,ALLAREA,_T,BOTHSEX,0.9995
2016,Turkmenistan,LOWSEC,ALLAREA,_T,BOTHSEX,0.9995
2016,Turkmenistan,PRIMAR,URBAN,_T,FEMALE,0
2016,Turkmenistan,LOWSEC,RURAL,_T,FEMALE,0
2016,Turkmenistan,UPPSEC,URBAN,_T,BOTHSEX,0
2016,Turkmenistan,LOWSEC,RURAL,_T,MALE,0
2016,Turkmenistan,PRIMAR,RURAL,_T,MALE,0
2016,Turkmenistan,PRIMAR,ALLAREA,_T,FEMALE,1
2016,Turkmenistan,UPPSEC,RURAL,_T,MALE,0
2016,Turkmenistan,PRIMAR,RURAL,_T,FEMALE,0
2016,Turkmenistan,UPPSEC,ALLAREA,_T,MALE,0.87969
2016,Turkmenistan,PRIMAR,RURAL,_T,BOTHSEX,0
2016,Turkmenistan,LOWSEC,URBAN,_T,FEMALE,0
2016,Turkmenistan,UPPSEC,ALLAREA,_T,FEMALE,0.98818
2016,Turkmenistan,UPPSEC,URBAN,_T,MALE,0
2016,Turkmenistan,LOWSEC,URBAN,_T,MALE,0
2016,Turkmenistan,LOWSEC,URBAN,_T,BOTHSEX,0
2016,Turkmenistan,PRIMAR,URBAN,_T,MALE,0
2016,Turkmenistan,UPPSEC,URBAN,_T,FEMALE,0
2016,Turkmenistan,LOWSEC,ALLAREA,_T,MALE,0.98801
2016,Turkmenistan,UPPSEC,RURAL,_T,FEMALE,0
2016,Turkmenistan,UPPSEC,RURAL,_T,BOTHSEX,0
2016,Turkmenistan,PRIMAR,URBAN,_T,BOTHSEX,0
2016,Turkmenistan,LOWSEC,RURAL,_T,BOTHSEX,0
2016,Turkmenistan,UPPSEC,ALLAREA,_T,BOTHSEX,0.93839
2016,Turkmenistan,PRIMAR,ALLAREA,_T,BOTHSEX,1
2016,Turkmenistan,LOWSEC,ALLAREA,_T,FEMALE,1.00696
2016,Turkmenistan,PRIMAR,ALLAREA,_T,MALE,1
2019,Turkmenistan,LOWSEC,ALLAREA,_T,MALE,0.99583
2019,Turkmenistan,PRIMAR,RURAL,_T,FEMALE,0
2019,Turkmenistan,PRIMAR,ALLAREA,_T,FEMALE,1.00761
2019,Turkmenistan,LOWSEC,RURAL,_T,MALE,0
2019,Turkmenistan,PRIMAR,URBAN,_T,MALE,0
2019,Turkmenistan,LOWSEC,URBAN,_T,BOTHSEX,0
2019,Turkmenistan,PRIMAR,URBAN,_T,BOTHSEX,0.97869
2019,Turkmenistan,LOWSEC,URBAN,_T,FEMALE,0
2019,Turkmenistan,PRIMAR,RURAL,_T,BOTHSEX,0
2019,Turkmenistan,PRIMAR,URBAN,_T,FEMALE,0
2021,Uzbekistan,PRIMAR,URBAN,_T,FEMALE,1.00609
2021,Uzbekistan,UPPSEC,ALLAREA,_T,MALE,0.96054
2019,Belarus,LOWSEC,URBAN,_T,BOTHSEX,0
2019,Belarus,PRIMAR,URBAN,_T,BOTHSEX,0
2019,Belarus,PRIMAR,ALLAREA,_T,BOTHSEX,1
2019,Turkmenistan,LOWSEC,RURAL,_T,FEMALE,0
2019,Turkmenistan,LOWSEC,ALLAREA,_T,BOTHSEX,0.98106
2019,Turkmenistan,LOWSEC,URBAN,_T,MALE,0
2019,Turkmenistan,PRIMAR,ALLAREA,_T,MALE,0.98329
2018,Kyrgyzstan,UPPSEC,URBAN,_T,MALE,0
2018,Kyrgyzstan,PRIMAR,ALLAREA,_T,MALE,1.01654
2018,Kyrgyzstan,UPPSEC,ALLAREA,_T,BOTHSEX,0.80698
2018,Kyrgyzstan,PRIMAR,ALLAREA,_T,FEMALE,1
2018,Kyrgyzstan,LOWSEC,ALLAREA,_T,FEMALE,0.97677
2018,Kyrgyzstan,LOWSEC,ALLAREA,_T,FEMALE,0.97677
