Year,GeoAreaName,Name of international institution,Value
2000,Luxembourg,IMF,0.1421
2000,Luxembourg,UNGA,0.5291
2005,Luxembourg,UNGA,0.5236
2005,Luxembourg,IMF,0.1398
2005,Luxembourg,IFC,0.0992
2005,Luxembourg,ADB,0.587
2005,Luxembourg,WTO,0.6711
2005,Luxembourg,IBRD,0.1175
2010,Luxembourg,ADB,0.608
2010,Luxembourg,WTO,0.6536
2020,Greece,WTO,0.60976
2020,Greece,IBRD,0.16407
2020,Greece,IMF,0.51159
2021,Greece,IBRD,0.18403
2021,Greece,IMF,0.51088
2021,Greece,WTO,0.60976
2021,Greece,IFC,0.28407
2021,Greece,UNGA,0.51813
2000,Serbia,UNGA,0.5291
2005,Serbia,UNGA,0.5236
2005,Serbia,IMF,0.2265
2010,Luxembourg,IFC,0.0989
2010,Luxembourg,IMF,0.1373
2010,Luxembourg,UNGA,0.5208
2010,Luxembourg,IBRD,0.1173
2014,Luxembourg,AFDB,0.205
2015,Luxembourg,WTO,0.625
2015,Luxembourg,AFDB,0.2
2015,Luxembourg,IMF,0.1954
2015,Luxembourg,ADB,0.571
2015,Luxembourg,IFC,0.1089
2015,Luxembourg,UNGA,0.5181
2021,Belgium,IMF,1.30093076689557
2021,Belgium,UNGA,0.51813
2021,Belgium,IFC,1.8723524032588
2021,Belgium,WTO,0.60976
2000,Bosnia and Herzegovina,UNGA,0.5291
2000,Bosnia and Herzegovina,IMF,0.0907
2000,Bosnia and Herzegovina,IFC,0.0362
2000,Bosnia and Herzegovina,IBRD,0.0496
2005,Bosnia and Herzegovina,IBRD,0.0494
2005,Bosnia and Herzegovina,IFC,0.0361
2021,Republic of Moldova,IBRD,0.105
2021,Republic of Moldova,IMF,0.06318
2010,Montenegro,IFC,0.0532
2010,Montenegro,IBRD,0.0579
2010,Montenegro,UNGA,0.5208
2010,Montenegro,IMF,0.0237
2015,Montenegro,IFC,0.06827
2015,Montenegro,WTO,0.625
2015,Montenegro,IBRD,0.0605
2015,Montenegro,UNGA,0.5181
2005,Serbia,IFC,0.0852
2005,Serbia,IBRD,0.1913
2010,Serbia,IMF,0.2225
2010,Serbia,IFC,0.085
2010,Serbia,UNGA,0.5208
2010,Serbia,IBRD,0.191
2015,Serbia,UNGA,0.5181
2015,Serbia,IBRD,0.1578
2015,Serbia,IMF,0.2148
2015,Serbia,IFC,0.09654
2015,Luxembourg,IBRD,0.104
2016,Luxembourg,IBRD,0.13
2016,Luxembourg,IMF,0.294
2016,Luxembourg,IFC,0.1089
2016,Luxembourg,ADB,0.571
2016,Luxembourg,WTO,0.6173
2016,Luxembourg,AFDB,0.2095
2016,Luxembourg,UNGA,0.5181
2017,Luxembourg,UNGA,0.5181
2017,Luxembourg,AFDB,0.2095
2015,Serbia,ECOSOC,1.8519
2016,Serbia,ECOSOC,1.8519
2016,Serbia,UNGA,0.5181
2016,Serbia,IMF,0.16
2016,Serbia,IFC,0.09654
2016,Serbia,IBRD,0.15
2017,Serbia,IFC,0.09654
2017,Serbia,IBRD,0.1499
2017,Serbia,IMF,0.1593
2017,Serbia,UNGA,0.5181
2017,Luxembourg,WTO,0.6098
2017,Luxembourg,ADB,0.571
2017,Luxembourg,IFC,0.1089
2017,Luxembourg,IMF,0.2919
2017,Luxembourg,IBRD,0.1263
2018,Luxembourg,IMF,0.2918
2018,Luxembourg,IBRD,0.1243
2018,Luxembourg,IFC,0.1089
2018,Luxembourg,WTO,0.6098
2018,Luxembourg,ADB,0.5701
2018,Luxembourg,AFDB,0.2124
2005,Bosnia and Herzegovina,IMF,0.0892
2005,Bosnia and Herzegovina,UNGA,0.5236
2010,Bosnia and Herzegovina,IFC,0.036
2010,Bosnia and Herzegovina,IMF,0.0877
2010,Bosnia and Herzegovina,IBRD,0.0493
2010,Bosnia and Herzegovina,UNSC,6.6667
2010,Bosnia and Herzegovina,UNGA,0.5208
2015,Bosnia and Herzegovina,IFC,0.053
2015,Bosnia and Herzegovina,IMF,0.0964
2015,Bosnia and Herzegovina,IBRD,0.0543
2018,Serbia,UNGA,0.5181
2018,Serbia,IFC,0.0965
2018,Serbia,IMF,0.1593
2018,Serbia,IBRD,0.1789
2019,Serbia,IBRD,0.1761
2019,Serbia,IMF,0.15925
2019,Serbia,IFC,0.0957
2019,Serbia,UNGA,0.5181
2020,Serbia,UNGA,0.5181
2020,Serbia,IBRD,0.17202
2018,Luxembourg,UNGA,0.5181
2019,Luxembourg,ADB,0.56572
2019,Luxembourg,IMF,0.29181
2019,Luxembourg,UNGA,0.5181
2019,Luxembourg,ECOSOC,1.85185
2019,Luxembourg,WTO,0.6098
2019,Luxembourg,AFDB,0.21361
2019,Luxembourg,IFC,0.108
2019,Luxembourg,IBRD,0.1225
2020,Luxembourg,IMF,0.29168
2020,Luxembourg,IBRD,0.11991
2020,Serbia,IFC,0.09635
2020,Serbia,IMF,0.15919
2021,Serbia,IMF,0.15887
2021,Serbia,IFC,0.09211
2021,Serbia,IBRD,0.17484
2021,Serbia,UNGA,0.51813
2000,Slovakia,IMF,0.1787
2000,Slovakia,UNGA,0.5291
2000,Slovakia,IFC,0.196
2000,Slovakia,WTO,0.7143
2000,Slovakia,IBRD,0.2153
2015,Bosnia and Herzegovina,UNGA,0.5181
2016,Bosnia and Herzegovina,IFC,0.053
2016,Bosnia and Herzegovina,IMF,0.063
2016,Bosnia and Herzegovina,UNGA,0.5181
2016,Bosnia and Herzegovina,IBRD,0.05
2017,Bosnia and Herzegovina,UNGA,0.5181
2017,Bosnia and Herzegovina,IMF,0.0818
2017,Bosnia and Herzegovina,IFC,0.053
2017,Bosnia and Herzegovina,IBRD,0.057
2018,Bosnia and Herzegovina,IBRD,0.0637
2018,Bosnia and Herzegovina,IFC,0.053
2018,Bosnia and Herzegovina,UNGA,0.5181
2018,Bosnia and Herzegovina,IMF,0.0818
2019,Bosnia and Herzegovina,IBRD,0.063
2019,Bosnia and Herzegovina,IMF,0.08182
2019,Bosnia and Herzegovina,UNGA,0.5181
2019,Bosnia and Herzegovina,IFC,0.0525
2020,Bosnia and Herzegovina,IFC,0.05281
2020,Bosnia and Herzegovina,UNGA,0.5181
2020,Bosnia and Herzegovina,IMF,0.0818
2020,Bosnia and Herzegovina,IBRD,0.06207
2021,Bosnia and Herzegovina,IBRD,0.06317
2021,Bosnia and Herzegovina,IMF,0.08157
2021,Bosnia and Herzegovina,IFC,0.05675
2021,Bosnia and Herzegovina,UNGA,0.51813
2000,Bulgaria,IBRD,0.3395
2000,Bulgaria,WTO,0.7143
2000,Bulgaria,UNGA,0.5291
2000,Bulgaria,IMF,0.3107
2000,Bulgaria,IFC,0.2131
2005,Slovakia,IBRD,0.2141
2005,Slovakia,WTO,0.6711
2005,Slovakia,IFC,0.1954
2005,Slovakia,UNGA,0.5236
2005,Slovakia,IMF,0.1758
2010,Slovakia,IBRD,0.2138
2010,Slovakia,UNGA,0.5208
2010,Slovakia,IFC,0.1949
2010,Slovakia,IMF,0.1727
2010,Slovakia,WTO,0.6536
2010,Slovakia,ECOSOC,1.8519
2015,Slovakia,IFC,0.19422
2015,Slovakia,IMF,0.1989
2015,Slovakia,WTO,0.625
2015,Slovakia,UNGA,0.5181
2015,Slovakia,IBRD,0.1745
2016,Slovakia,IFC,0.19422
2016,Slovakia,IBRD,0.21
2016,Slovakia,WTO,0.6173
2016,Slovakia,IMF,0.23
2016,Slovakia,UNGA,0.5181
2017,Slovakia,UNGA,0.5181
2020,Luxembourg,IFC,0.10871
2020,Luxembourg,WTO,0.60976
2020,Luxembourg,ECOSOC,1.85185
2020,Luxembourg,UNGA,0.5181
2020,Luxembourg,ADB,0.566
2021,Luxembourg,UNGA,0.51813
2021,Luxembourg,ECOSOC,1.85185
2021,Luxembourg,WTO,0.60976
2021,Luxembourg,IFC,0.13769
2021,Luxembourg,IBRD,0.13633
2021,Luxembourg,IMF,0.29121
2000,Bulgaria,ECOSOC,1.8519
2005,Bulgaria,WTO,0.6711
2005,Bulgaria,IFC,0.2125
2005,Bulgaria,UNGA,0.5236
2005,Bulgaria,IMF,0.3058
2005,Bulgaria,IBRD,0.3376
2010,Bulgaria,IBRD,0.3371
2010,Bulgaria,WTO,0.6536
2010,Bulgaria,IFC,0.2119
2010,Bulgaria,IMF,0.3004
2010,Bulgaria,UNGA,0.5208
2015,Montenegro,IMF,0.0402
2016,Montenegro,WTO,0.6173
2016,Montenegro,IMF,0.041
2016,Montenegro,IFC,0.06827
2016,Montenegro,IBRD,0.06
2016,Montenegro,UNGA,0.5181
2017,Montenegro,UNGA,0.5181
2017,Montenegro,IBRD,0.0585
2017,Montenegro,IFC,0.06827
2017,Montenegro,IMF,0.0411
2017,Montenegro,WTO,0.6098
2015,Bulgaria,IBRD,0.2646
2015,Bulgaria,IFC,0.21177
2015,Bulgaria,IMF,0.2833
2015,Bulgaria,WTO,0.625
2015,Bulgaria,UNGA,0.5181
2016,Bulgaria,IBRD,0.32
2016,Bulgaria,IFC,0.21177
2016,Bulgaria,IMF,0.209
2016,Bulgaria,WTO,0.6173
2016,Bulgaria,UNGA,0.5181
2017,Bulgaria,UNGA,0.5181
2017,Slovakia,WTO,0.6098
2017,Slovakia,IMF,0.2281
2017,Slovakia,IFC,0.19422
2017,Slovakia,IBRD,0.202
2018,Slovakia,IMF,0.2281
2018,Slovakia,IFC,0.1942
2018,Slovakia,IBRD,0.1984
2018,Slovakia,WTO,0.6098
2018,Slovakia,UNGA,0.5181
2019,Slovakia,UNGA,0.5181
2019,Slovakia,WTO,0.6098
2000,Malta,UNGA,0.5291
2000,Malta,IMF,0.0593
2000,Malta,WTO,0.7143
2000,Malta,IBRD,0.0823
2005,Malta,IBRD,0.0818
2005,Malta,IMF,0.0584
2005,Malta,IFC,0.0774
2005,Malta,WTO,0.6711
2005,Malta,UNGA,0.5236
2010,Malta,IFC,0.0772
2010,Malta,ECOSOC,1.8519
2010,Malta,IBRD,0.0817
2010,Malta,UNGA,0.5208
2010,Malta,WTO,0.6536
2010,Malta,IMF,0.0574
2015,Malta,IFC,0.08962
2015,Malta,WTO,0.625
2015,Malta,IMF,0.0698
2015,Malta,UNGA,0.5181
2015,Malta,IBRD,0.0779
2016,Malta,WTO,0.6173
2016,Malta,IMF,0.063
2017,Bulgaria,WTO,0.6098
2017,Bulgaria,IMF,0.2073
2017,Bulgaria,IFC,0.21177
2017,Bulgaria,IBRD,0.3093
2018,Bulgaria,IFC,0.2118
2018,Bulgaria,WTO,0.6098
2018,Bulgaria,UNGA,0.5181
2018,Bulgaria,IBRD,0.3034
2018,Bulgaria,IMF,0.2073
2019,Bulgaria,IMF,0.20725
2019,Bulgaria,IBRD,0.2983
2019,Slovakia,IBRD,0.1952
2019,Slovakia,IMF,0.22806
2019,Slovakia,IFC,0.1928
2020,Slovakia,IBRD,0.20177
2020,Slovakia,IFC,0.19402
2020,Slovakia,IMF,0.22796
2020,Slovakia,WTO,0.60976
2020,Slovakia,UNGA,0.5181
2021,Slovakia,UNGA,0.51813
2021,Slovakia,WTO,0.60976
2021,Slovakia,IMF,0.22756
2021,Slovakia,IFC,0.19933
2021,Slovakia,IBRD,0.20092
2000,Slovenia,UNGA,0.5291
2000,Slovenia,IMF,0.1199
2000,Slovenia,IFC,0.0764
2000,Slovenia,WTO,0.7143
2000,Slovenia,IBRD,0.0939
2000,Slovenia,IADB,0.031
2005,Slovenia,IADB,0.031
2005,Slovenia,IBRD,0.0934
2016,Malta,IFC,0.08962
2016,Malta,IBRD,0.08
2016,Malta,UNGA,0.5181
2017,Malta,UNGA,0.5181
2017,Malta,IFC,0.08962
2017,Malta,IMF,0.0626
2017,Malta,WTO,0.6098
2017,Malta,IBRD,0.0749
2018,Malta,IMF,0.0626
2018,Malta,IBRD,0.0858
2019,Bulgaria,WTO,0.6098
2019,Bulgaria,UNGA,0.5181
2019,Bulgaria,IFC,0.2102
2020,Bulgaria,IFC,0.21157
2020,Bulgaria,WTO,0.60976
2020,Bulgaria,UNGA,0.5181
2020,Bulgaria,IMF,0.20716
2020,Bulgaria,IBRD,0.29079
2021,Bulgaria,IBRD,0.28128
2021,Bulgaria,IMF,0.20679
2021,Bulgaria,WTO,0.60976
2018,Malta,WTO,0.6098
2018,Malta,IFC,0.0896
2018,Malta,UNGA,0.5181
2019,Malta,UNGA,0.5181
2019,Malta,IFC,0.0888
2019,Malta,WTO,0.6098
2019,Malta,IBRD,0.0848
2019,Malta,IMF,0.06256
2020,Malta,IMF,0.06255
2020,Malta,IBRD,0.0832
2020,Malta,WTO,0.60976
2005,Slovenia,WTO,0.6711
2005,Slovenia,IFC,0.0762
2005,Slovenia,IMF,0.118
2005,Slovenia,UNGA,0.5236
2010,Slovenia,IBRD,0.0932
2010,Slovenia,UNGA,0.5208
2010,Slovenia,IMF,0.1159
2010,Slovenia,IFC,0.076
2010,Slovenia,IADB,0.031
2010,Slovenia,WTO,0.6536
2015,Slovenia,IMF,0.1384
2018,Montenegro,WTO,0.6098
2018,Montenegro,IMF,0.0411
2018,Montenegro,IFC,0.0683
2018,Montenegro,IBRD,0.0655
2018,Montenegro,UNGA,0.5181
2019,Montenegro,UNGA,0.5181
2019,Montenegro,IBRD,0.0649
2019,Montenegro,IMF,0.04114
2019,Montenegro,IFC,0.0676
2019,Montenegro,WTO,0.6098
2020,Montenegro,WTO,0.60976
2015,Slovenia,IFC,0.08851
2015,Slovenia,IBRD,0.1027
2015,Slovenia,UNGA,0.5181
2015,Slovenia,IADB,0.031
2015,Slovenia,WTO,0.625
2016,Slovenia,IBRD,0.1
2016,Slovenia,IFC,0.08851
2016,Slovenia,IMF,0.147
2016,Slovenia,WTO,0.6173
2016,Slovenia,UNGA,0.5181
2016,Slovenia,IADB,0.031
2020,Malta,IFC,0.08943
2020,Malta,UNGA,0.5181
2021,Malta,UNGA,0.51813
2021,Malta,IFC,0.08564
2021,Malta,WTO,0.60976
2021,Malta,IBRD,0.08124
2021,Malta,IMF,0.06234
2000,Uzbekistan,ADB,0.888
2000,Uzbekistan,IBRD,0.1704
2000,Uzbekistan,IFC,0.1717
2000,Uzbekistan,IMF,0.1404
2017,Slovenia,IADB,0.031
2017,Slovenia,UNGA,0.5181
2017,Slovenia,WTO,0.6098
2017,Slovenia,IMF,0.1457
2017,Slovenia,IFC,0.08851
2017,Slovenia,IBRD,0.1018
2018,Slovenia,IMF,0.1457
2018,Slovenia,IFC,0.0885
2018,Slovenia,IBRD,0.1002
2018,Slovenia,WTO,0.6098
2018,Slovenia,IADB,0.031
2018,Slovenia,UNGA,0.5181
2019,Slovenia,IADB,0.031
2019,Slovenia,WTO,0.6098
2019,Slovenia,UNGA,0.5181
2019,Slovenia,IBRD,0.1016
2019,Slovenia,IMF,0.14568
2019,Slovenia,IFC,0.0878
2020,Slovenia,IBRD,0.10215
2020,Slovenia,IFC,0.08833
2020,Slovenia,IMF,0.14562
2020,Slovenia,WTO,0.60976
2021,Bulgaria,ECOSOC,1.85185
2021,Bulgaria,IFC,0.19997
2021,Bulgaria,UNGA,0.51813
2000,Belarus,IBRD,0.222
2000,Belarus,IFC,0.2254
2000,Belarus,IMF,0.1922
2000,Belarus,UNGA,0.5291
2000,Belarus,ECOSOC,1.8519
2005,Belarus,UNGA,0.5236
2005,Belarus,IMF,0.1891
2005,Belarus,IFC,0.2247
2000,Uzbekistan,UNGA,0.5291
2005,Uzbekistan,IMF,0.1382
2005,Uzbekistan,UNGA,0.5236
2005,Uzbekistan,IFC,0.1712
2005,Uzbekistan,IBRD,0.1695
2005,Uzbekistan,ADB,0.856
2010,Uzbekistan,IBRD,0.1692
2010,Uzbekistan,UNGA,0.5208
2010,Uzbekistan,ADB,0.91
2010,Uzbekistan,IFC,0.1707
2010,Uzbekistan,IMF,0.1357
2015,Uzbekistan,IBRD,0.1419
2015,Uzbekistan,IMF,0.1386
2015,Uzbekistan,IFC,0.17272
2015,Uzbekistan,ADB,0.838
2015,Uzbekistan,UNGA,0.5181
2016,Uzbekistan,ADB,0.837
2016,Uzbekistan,UNGA,0.5181
2016,Uzbekistan,IMF,0.14
2016,Uzbekistan,IFC,0.17272
2016,Uzbekistan,IBRD,0.14
2017,Uzbekistan,IBRD,0.1456
2017,Uzbekistan,IMF,0.1387
2017,Uzbekistan,ADB,0.837
2017,Uzbekistan,UNGA,0.5181
2017,Uzbekistan,IFC,0.17272
2018,Uzbekistan,UNGA,0.5181
2018,Uzbekistan,ADB,0.8362
2018,Uzbekistan,IFC,0.1727
2018,Uzbekistan,IMF,0.1387
2018,Uzbekistan,IBRD,0.1735
2019,Uzbekistan,IBRD,0.1709
2020,Slovenia,UNGA,0.5181
2021,Slovenia,UNGA,0.51813
2021,Slovenia,WTO,0.60976
2021,Slovenia,IMF,0.14532
2021,Slovenia,IFC,0.09067
2021,Slovenia,IBRD,0.10198
2000,Spain,UNGA,0.5291
2000,Spain,IMF,1.4359
2000,Spain,IFC,1.5525
2000,Spain,WTO,0.7143
2000,Spain,IADB,1.896
2005,Belarus,IBRD,0.2207
2010,Belarus,IMF,0.1858
2010,Belarus,IFC,0.2241
2010,Belarus,IBRD,0.2204
2010,Belarus,UNGA,0.5208
2015,Belarus,UNGA,0.5181
2015,Belarus,IBRD,0.2124
2015,Belarus,IMF,0.1826
2015,Belarus,IFC,0.22403
2016,Belarus,IMF,0.166
2000,Spain,IBRD,1.4871
2000,Spain,ADB,0.616
2000,Spain,AFDB,0.408
2005,Spain,IBRD,1.7451
2005,Spain,WTO,0.6711
2005,Spain,ECOSOC,1.8519
2005,Spain,AFDB,1.07
2005,Spain,IFC,1.5478
2005,Spain,UNGA,0.5236
2005,Spain,IMF,1.4131
2005,Spain,ADB,0.587
2005,Spain,IADB,1.896
2010,Spain,IBRD,1.7423
2010,Spain,UNGA,0.5208
2010,Spain,IMF,1.388
2010,Spain,AFDB,1.049
2010,Spain,IFC,1.5436
2010,Spain,IADB,1.896
2010,Spain,ADB,0.608
2010,Spain,WTO,0.6536
2010,Spain,FSB,3.8462
2014,Spain,AFDB,1.088
2019,Uzbekistan,IMF,0.13866
2019,Uzbekistan,IFC,0.1714
2019,Uzbekistan,ADB,0.83177
2019,Uzbekistan,UNGA,0.5181
2020,Uzbekistan,UNGA,0.5181
2020,Uzbekistan,ADB,0.832
2020,Uzbekistan,IBRD,0.16688
2020,Uzbekistan,IFC,0.17253
2020,Uzbekistan,IMF,0.13861
2021,Uzbekistan,IBRD,0.16188
2015,Spain,AFDB,1.08
2015,Spain,WTO,0.625
2015,Spain,IMF,1.6255
2015,Spain,IFC,1.39289
2015,Spain,UNGA,0.5181
2015,Spain,IBRD,2.0197
2015,Spain,FSB,3.5088
2015,Spain,UNSC,6.6667
2015,Spain,ADB,0.571
2015,Spain,IADB,1.956
2016,Spain,IADB,1.956
2016,Spain,UNGA,0.5181
2016,Spain,IMF,1.94
2016,Spain,ADB,0.571
2016,Spain,UNSC,6.6667
2016,Spain,FSB,3.5088
2016,Spain,IFC,1.39289
2016,Spain,IBRD,1.94
2016,Spain,AFDB,1.074
2016,Spain,WTO,0.6173
2017,Spain,UNGA,0.5181
2017,Spain,IADB,1.956
2017,Spain,IMF,1.9246
2017,Spain,IBRD,1.9003
2017,Spain,IFC,1.39289
2017,Spain,FSB,3.5088
2017,Spain,ADB,0.571
2017,Spain,AFDB,1.074
2017,Spain,WTO,0.6098
2018,Spain,UNGA,0.5181
2018,Spain,IADB,1.965
2018,Spain,ADB,0.5701
2018,Spain,WTO,0.6098
2018,Spain,AFDB,1.0731
2018,Spain,FSB,3.5088
2018,Spain,ECOSOC,1.8519
2018,Spain,IMF,1.9242
2018,Spain,IFC,1.3929
2018,Spain,IBRD,1.8608
2019,Spain,IBRD,1.8266
2019,Spain,IFC,1.3835
2019,Spain,IADB,1.965
2019,Spain,IMF,1.92423
2019,Spain,UNGA,0.5181
2019,Spain,ECOSOC,1.85185
2019,Spain,FSB,3.5088
2019,Spain,AFDB,1.07151
2019,Spain,WTO,0.6098
2019,Spain,ADB,0.56572
2020,Spain,IFC,1.39259
2020,Spain,IMF,1.92322
2020,Spain,ADB,0.566
2020,Spain,WTO,0.60976
2020,Spain,FSB,3.50877
2020,Spain,UNGA,0.5181
2020,Montenegro,IFC,0.06808
2020,Montenegro,IMF,0.04114
2020,Montenegro,IBRD,0.06385
2020,Montenegro,UNGA,0.5181
2020,Montenegro,ECOSOC,1.85185
2021,Montenegro,UNGA,0.51813
2021,Montenegro,ECOSOC,1.85185
2021,Montenegro,IMF,0.04095
2021,Montenegro,IBRD,0.06542
2021,Montenegro,IFC,0.06565
2016,Belarus,IFC,0.22403
2016,Belarus,IBRD,0.21
2016,Belarus,UNGA,0.5181
2017,Belarus,UNGA,0.5181
2017,Belarus,IBRD,0.2078
2017,Belarus,IFC,0.22403
2017,Belarus,IMF,0.1646
2018,Belarus,IFC,0.224
2018,Belarus,ECOSOC,1.8519
2018,Belarus,UNGA,0.5181
2020,Spain,ECOSOC,1.85185
2020,Spain,IBRD,1.88113
2021,Spain,IMF,1.92093937812628
2021,Spain,IBRD,1.94496632832325
2021,Spain,IFC,1.49525059096528
2021,Spain,UNGA,0.51813
2021,Spain,FSB,3.44827586206897
2021,Spain,WTO,0.60976
2000,Sweden,IADB,0.327
2000,Sweden,IBRD,0.9459
2018,Belarus,IBRD,0.204
2018,Belarus,IMF,0.1646
2019,Belarus,UNGA,0.5181
2019,Belarus,ECOSOC,1.85185
2019,Belarus,IFC,0.2224
2019,Belarus,IMF,0.16456
2019,Belarus,IBRD,0.2008
2020,Belarus,IFC,0.22383
2020,Belarus,ECOSOC,1.85185
2020,Belarus,UNGA,0.5181
2000,Sweden,AFDB,1.611
2000,Sweden,ADB,0.616
2000,Sweden,IMF,1.1307
2000,Sweden,UNGA,0.5291
2000,Sweden,IFC,1.1298
2000,Sweden,WTO,0.7143
2005,Sweden,WTO,0.6711
2005,Sweden,AFDB,1.543
2005,Sweden,IFC,1.1263
2005,Sweden,UNGA,0.5236
2005,Sweden,IMF,1.1127
2021,Montenegro,WTO,0.60976
2000,Netherlands,IADB,0.338
2000,Netherlands,UNSC,6.6667
2000,Netherlands,WTO,0.7143
2000,Netherlands,IBRD,2.2213
2000,Netherlands,IMF,2.4232
2000,Netherlands,IFC,2.3482
2000,Netherlands,AFDB,0.826
2000,Netherlands,ADB,1.175
2000,Netherlands,UNGA,0.5291
2005,Netherlands,UNGA,0.5236
2005,Sweden,ADB,0.587
2005,Sweden,IBRD,0.9405
2005,Sweden,IADB,0.327
2010,Sweden,IADB,0.327
2010,Sweden,ADB,0.608
2010,Sweden,IBRD,0.939
2010,Sweden,UNGA,0.5208
2010,Sweden,IMF,1.093
2010,Sweden,AFDB,1.517
2010,Sweden,WTO,0.6536
2010,Sweden,IFC,1.1233
2005,Netherlands,ADB,1.14
2005,Netherlands,WTO,0.6711
2005,Netherlands,AFDB,0.78
2005,Netherlands,IFC,2.341
2005,Netherlands,IMF,2.3846
2005,Netherlands,IBRD,2.2088
2005,Netherlands,IADB,0.338
2010,Netherlands,UNGA,0.5208
2010,Netherlands,FSB,3.8462
2010,Netherlands,IADB,0.338
2010,Netherlands,IMF,2.3424
2010,Netherlands,AFDB,0.854
2010,Netherlands,IFC,2.3347
2010,Netherlands,ADB,1.23
2010,Netherlands,WTO,0.6536
2010,Netherlands,IBRD,2.2052
2014,Netherlands,AFDB,0.867
2015,Netherlands,AFDB,0.87
2015,Netherlands,WTO,0.625
2015,Netherlands,ADB,1.12
2015,Netherlands,IMF,2.0774
2015,Netherlands,IFC,2.09604
2014,Sweden,AFDB,1.553
2015,Sweden,AFDB,1.55
2015,Sweden,WTO,0.625
2015,Sweden,IFC,1.01933
2015,Sweden,IMF,0.9797
2015,Sweden,IBRD,0.8856
2015,Sweden,UNGA,0.5181
2015,Sweden,ADB,0.571
2015,Sweden,IADB,0.327
2015,Sweden,ECOSOC,1.8519
2016,Sweden,ECOSOC,1.8519
2015,Netherlands,UNGA,0.5181
2015,Netherlands,IBRD,1.9088
2015,Netherlands,IADB,0.218
2015,Netherlands,FSB,3.5088
2016,Netherlands,FSB,3.5088
2016,Netherlands,UNGA,0.5181
2016,Netherlands,IADB,0.218
2016,Netherlands,IMF,1.78
2016,Netherlands,IBRD,2.01
2016,Netherlands,IFC,2.09604
2016,Sweden,IADB,0.327
2016,Sweden,UNGA,0.5181
2016,Sweden,ADB,0.571
2016,Sweden,IFC,1.01933
2016,Sweden,IBRD,0.88
2016,Sweden,AFDB,1.5723
2016,Sweden,WTO,0.6173
2016,Sweden,IMF,0.917
2017,Sweden,IMF,0.9097
2017,Sweden,IBRD,0.8696
2017,Sweden,IFC,1.01933
2017,Sweden,ADB,0.571
2017,Sweden,AFDB,1.5723
2017,Sweden,WTO,0.6098
2017,Sweden,IADB,0.327
2017,Sweden,UNGA,0.5181
2017,Sweden,UNSC,6.6667
2018,Sweden,UNSC,6.6667
2018,Sweden,UNGA,0.5181
2018,Sweden,IADB,0.327
2018,Sweden,WTO,0.6098
2018,Sweden,ADB,0.5701
2016,Netherlands,ADB,1.119
2016,Netherlands,AFDB,0.879
2016,Netherlands,WTO,0.6173
2017,Netherlands,WTO,0.6098
2017,Netherlands,FSB,3.5088
2017,Netherlands,AFDB,0.879
2017,Netherlands,ADB,1.119
2017,Netherlands,IFC,2.09604
2017,Netherlands,IMF,1.7658
2017,Netherlands,IBRD,1.971
2017,Netherlands,UNGA,0.5181
2018,Sweden,AFDB,1.5865
2018,Sweden,IFC,1.0193
2018,Sweden,IBRD,0.8519
2018,Sweden,IMF,0.9096
2019,Sweden,IBRD,0.8366
2019,Sweden,IFC,1.0124
2019,Sweden,AFDB,1.5845
2019,Sweden,IMF,0.90955
2019,Sweden,WTO,0.6098
2019,Sweden,ADB,0.56572
2019,Sweden,IADB,0.327
2017,Netherlands,IADB,0.218
2018,Netherlands,FSB,3.5088
2018,Netherlands,UNSC,6.6667
2018,Netherlands,IADB,0.2
2018,Netherlands,UNGA,0.5181
2018,Netherlands,IMF,1.7654
2018,Netherlands,IBRD,1.9301
2018,Netherlands,IFC,2.096
2018,Netherlands,AFDB,0.8879
2018,Netherlands,ADB,1.1173
2018,Netherlands,WTO,0.6098
2019,Sweden,UNGA,0.5181
2020,Sweden,UNGA,0.5181
2020,Sweden,ADB,0.566
2020,Sweden,WTO,0.60976
2020,Sweden,IBRD,0.8561
2020,Sweden,IFC,1.01906
2020,Sweden,IMF,0.90908
2021,Sweden,IBRD,0.86661
2021,Sweden,IFC,1.09137913585334
2021,Sweden,WTO,0.60976
2021,Sweden,UNGA,0.51813
2021,Sweden,IMF,0.90793
2000,Switzerland,IADB,0.472
2000,Switzerland,AFDB,1.531
2000,Switzerland,ADB,0.814
2000,Switzerland,IBRD,1.6686
2000,Switzerland,IFC,1.7422
2000,Switzerland,WTO,0.7143
2000,Switzerland,IMF,1.6272
2005,Switzerland,AFDB,1.466
2005,Switzerland,IFC,1.7368
2005,Switzerland,IBRD,1.6592
2019,Netherlands,WTO,0.6098
2019,Netherlands,AFDB,0.89434
2019,Netherlands,IFC,2.082
2019,Netherlands,IMF,1.76544
2019,Netherlands,IBRD,1.8945
2019,Netherlands,IADB,0.2
2019,Netherlands,ADB,1.11285
2019,Netherlands,UNGA,0.5181
2019,Netherlands,ECOSOC,1.85185
2019,Netherlands,FSB,3.5088
2020,Netherlands,UNGA,0.5181
2005,Switzerland,IADB,0.472
2005,Switzerland,ADB,0.783
2005,Switzerland,UNGA,0.5236
2005,Switzerland,IMF,1.6014
2005,Switzerland,WTO,0.6711
2010,Switzerland,ADB,0.475
2010,Switzerland,IADB,0.471
2010,Switzerland,FSB,3.8462
2010,Switzerland,IMF,1.573
2010,Switzerland,AFDB,1.441
2010,Switzerland,WTO,0.6536
2010,Switzerland,IFC,1.7322
